NBHDName,NBHDNo,POPULATION_2023,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019
Oakwood Village,107,22404,668.1104126,677.2633057,562.362854,628.1350098,735.2941284,55.29189682,119.7880707,64.00878143,140.0876617,179.3400269,101.3684769,78.32296753,64.00878143,31.63269997,53.80200958,133.6220856,105.9663696,187.4542847,85.86018372,219.6915283,0.0,0.0,0.0,0.0,8.967000961,92.1531601,161.2531738,118.8734436,90.37914276,201.7575378,13.82297421,50.67956543,9.144111633,49.70852661,58.28551102,188.9139709,119.7880707,283.4674377,158.1634979,224.1750336,13.82297421,9.214467049,22.86027718,9.037914276,8.967000961
Humewood-Cedarvale,106,15620,333.8329468,360.4706421,275.3526001,310.8876953,294.0407715,47.69042206,115.6226654,147.7501678,138.9072571,104.5478287,347.4587708,122.423996,87.30691528,125.6780014,84.94511414,265.7037659,183.6359863,261.9207458,224.8974762,182.9587097,6.812917233,0.0,6.715916634,0.0,0.0,74.9420929,47.60933304,53.72733307,26.45852661,71.87663269,0.0,0.0,6.715916634,0.0,0.0,401.9621277,272.0533142,228.3411713,403.4925232,313.6434937,20.43875122,34.00666428,33.57958221,46.30242157,19.60271835
Lawrence Park North,105,15581,166.2676239,146.3836517,224.3336029,136.7098541,238.8483582,146.315506,93.15323639,178.1472626,253.8897247,116.1965027,66.50704956,93.15323639,131.9609375,78.11991119,148.4733124,232.7746735,179.6526642,191.3433685,84.6299057,148.4733124,0.0,0.0,0.0,0.0,0.0,39.90422821,26.61521149,39.58828354,13.01998615,32.27680588,0.0,0.0,0.0,0.0,0.0,232.7746735,146.3836517,250.7257843,253.8897247,361.5002136,33.25352478,19.96140862,39.58828354,26.03997231,25.82144547
Lawrence Park South,103,16778,196.7129822,120.7345734,138.1215515,86.4357605,146.4754333,177.6762543,127.0890274,100.452034,185.2194824,164.7848663,69.80138397,76.25341797,113.0085373,98.78372192,67.13457489,298.2422791,279.5958557,301.3561096,222.263382,347.8791504,0.0,0.0,0.0,0.0,0.0,38.07348251,12.70890236,31.39126015,30.86991501,91.54714966,0.0,0.0,0.0,0.0,0.0,126.9116058,158.8612823,207.1823273,166.6975403,329.5697327,19.03674126,6.35445118,12.55650425,12.34796524,48.82514572
Forest Hill North,102,13172,215.6832581,214.9547119,289.9435425,249.6217804,301.023468,100.1386566,61.41563034,83.93102264,158.8502197,203.1908417,315.8218994,99.80039978,68.6708374,52.95007706,150.511734,277.3070374,145.8621216,350.9842834,317.7004395,285.9723206,0.0,0.0,0.0,0.0,0.0,38.51486588,61.41563034,61.04074478,121.0287476,142.9861603,0.0,0.0,0.0,7.564296722,7.525587082,123.2475739,99.80039978,297.5736389,242.0574951,240.8187866,30.81189346,15.35390759,22.89027977,0.0,22.57676125
Forest Hill South,101,12160,145.839035,109.8699875,242.6529999,114.0751114,241.2337341,118.4942093,82.40248871,107.8457794,228.1502228,172.3098145,100.2643356,82.40248871,71.89718628,140.4001465,68.92392731,164.0689087,247.2074738,593.1517944,368.550354,301.5421753,0.0,0.0,0.0,0.0,0.0,9.11493969,18.31166458,44.93574142,70.20007324,155.0788269,0.0,0.0,8.987148285,0.0,0.0,100.2643356,146.4933167,170.7558136,219.3752136,258.4647217,45.57469559,45.77915955,71.89718628,17.55001831,34.46196365
Yonge-Eglinton,100,13743,517.875061,540.5848389,513.2317505,462.3462219,691.5098267,75.17540741,24.57203674,16.0384922,86.20014191,92.2013092,158.7036438,180.194931,168.4041748,109.7092667,122.9350739,200.4677582,155.6228943,192.4619141,195.9094086,315.0211182,8.352823257,0.0,0.0,0.0,7.683442116,83.52822876,98.28814697,96.23095703,219.4185333,92.2013092,0.0,0.0,0.0,0.0,7.683442116,91.88105774,65.52542877,192.4619141,172.4002838,338.0714417,41.76411438,16.38135719,32.07698441,39.18188095,69.15097809
Mount Pleasant East,099,18084,186.3281708,109.7568054,245.770462,214.4590607,324.2940979,23.29102135,46.21339035,57.15592194,84.65489197,95.05171967,221.2647095,115.5334778,62.87151337,135.4478302,106.2342758,98.98683929,86.65010834,120.0274353,203.1717377,279.5638733,0.0,0.0,0.0,0.0,0.0,40.75928879,17.3300209,45.72473526,50.79293442,72.68660736,0.0,0.0,0.0,0.0,5.591277599,139.7461243,86.65010834,171.4677582,180.5970917,307.5202637,17.46826553,5.776673794,22.86236763,50.79293442,16.77383232
Rosedale-Moore Park,098,23053,501.1109619,514.6850586,506.434967,597.87323,579.8013306,122.9140091,56.66257477,18.5847702,141.4814453,152.8158569,316.7399292,236.0940552,246.2481995,301.2185669,310.1263123,127.6414719,283.3128662,334.5258484,282.9628906,453.9529724,0.0,0.0,0.0,4.563917637,0.0,94.54924011,89.71574402,144.0319672,114.0979385,98.88085175,4.727461815,4.72188139,0.0,0.0,0.0,198.5533905,188.8752441,246.2481995,319.4742432,283.158783,42.54715729,42.49692917,46.46192551,50.20309448,62.92417526
Yonge-St.Clair,097,13953,205.6636658,250.0195313,199.7388,203.8351135,260.3198242,23.73042297,54.69177246,15.36452293,45.29669189,44.62625504,150.2926788,109.3835449,92.18714142,113.2417297,178.5050201,158.2028198,93.75732422,138.2807159,181.1867676,208.2558594,0.0,0.0,0.0,0.0,0.0,7.910140991,46.87866211,15.36452293,7.549448967,14.87541866,0.0,7.813110352,0.0,0.0,0.0,71.19126892,54.69177246,53.77583313,173.6373291,163.6296082,39.55070496,54.69177246,0.0,22.64834595,44.62625504
Casa Loma,096,11972,308.1664124,387.1432495,301.4451599,383.4422607,473.3626099,27.19115448,45.01665497,70.92827606,156.8627472,43.0329628,172.2106476,135.0499725,97.52637482,148.1481476,163.5252533,217.5292358,171.0632935,239.3829193,200.43573,292.6241455,0.0,0.0,0.0,8.714596748,0.0,45.31858826,18.00666237,79.79431152,52.2875824,68.85273743,0.0,0.0,0.0,0.0,0.0,235.656662,207.0766144,141.8565521,191.7211304,266.8043823,45.31858826,63.02331924,62.0622406,17.4291935,17.21318436
Annex,095,34502,764.3915405,872.9812012,826.3649902,785.2651367,882.7199097,50.73395157,63.79478073,78.70142365,108.5325775,84.21709442,375.4312439,419.7025146,445.974762,395.8246765,446.0386658,365.2844543,412.9872742,383.6694641,549.0471191,661.2601318,0.0,0.0,0.0,6.384269238,3.119151592,138.6728058,117.5167007,206.5912476,137.2617798,102.9319992,0.0,16.7881012,6.558452129,6.384269238,6.238303185,581.7493286,550.6497192,564.0269165,622.4662476,539.6132202,64.26300812,73.86764526,95.09755707,140.4539185,127.8852158
Wychwood,094,14609,514.289917,599.7221069,404.4489441,532.4435425,483.3963928,110.2049789,138.9599915,86.66763306,149.084198,63.05170059,264.4919434,255.9789429,144.4460449,99.38946533,161.1321259,213.0629578,212.0968323,274.4474792,212.977417,343.2814941,0.0,0.0,0.0,0.0,7.005744934,88.16398621,65.82315826,130.0014496,156.1834412,84.06893921,7.346998692,0.0,0.0,7.099247456,7.005744934,168.9809723,190.155777,209.4467773,305.2676392,273.2240295,7.346998692,29.25473595,28.88920975,14.19849491,7.005744934
Corso Italia-Davenport,092,14784,582.524292,483.625824,611.3477173,618.6688232,628.293457,62.41331482,48.36257935,82.42890167,74.78414917,108.0934982,48.54368973,62.18046188,82.42890167,33.99279404,67.55844116,152.5658875,103.6341019,212.9413452,217.5538788,270.2337646,6.934812546,0.0,0.0,0.0,0.0,110.9570007,200.3592682,206.0722656,122.374054,216.1869965,0.0,6.908940315,6.869075298,0.0,13.51168728,249.6532593,186.5413818,144.2505798,231.151001,256.7220764,27.73925018,13.81788063,20.60722542,33.99279404,33.77922058
Weston-Pelham Park,091,12330,821.5150757,730.3123779,666.7821045,739.6072388,962.5847778,138.3604279,140.7831116,69.27606201,119.0172577,108.8139267,112.4178467,35.19577789,51.95705032,0.0,75.3327179,198.8931122,140.7831116,69.27606201,195.5283508,200.8872528,8.647526741,8.798944473,0.0,8.501233101,8.3703022,112.4178467,131.9841614,86.59508514,212.5308228,41.85150909,8.647526741,35.19577789,17.3190155,34.0049324,25.1109066,242.1307526,184.777832,95.2545929,229.5332794,200.8872528,34.59010696,70.39155579,8.659507751,17.0024662,25.1109066
Junction Area,090,15252,702.413269,742.2823486,616.6917725,898.8916016,621.8656006,166.91008,138.7443695,164.4511414,256.8261719,207.2885284,139.0917358,180.3676758,157.5990143,175.723175,147.1079865,229.501358,228.9282074,315.1980286,419.0321655,280.8425293,0.0,0.0,0.0,0.0,0.0,104.3188019,83.24662018,95.92983246,175.723175,100.3009033,6.954586506,6.937218189,0.0,6.758583546,13.37345409,264.274292,235.8654175,322.0501709,432.5493469,354.3965149,13.90917301,27.74887276,54.81704712,40.55150223,60.18054199
Oakridge,121,15389,1312.7854,1018.373474,1168.649414,1118.123169,1112.68457,107.020546,78.33641815,76.97690582,102.8947754,60.6918869,107.020546,28.48597145,76.97690582,82.31581879,67.43543243,478.025116,420.1680603,482.8551331,445.8773499,337.1771545,7.134703159,0.0,0.0,0.0,0.0,242.5799103,213.6447754,258.9223328,253.8071136,222.5369263,85.61643982,21.36447716,48.98530579,27.43860626,13.4870863,549.3721313,505.6259766,391.8824463,411.5791016,337.1771545,28.53881264,71.21492767,6.997900486,27.43860626,40.46125793
Clairlea-Birchmount,120,28782,1006.171692,932.1003418,928.758728,1073.493042,1047.882935,112.2124557,180.5253601,145.6876526,172.3333282,252.2023315,78.54872131,29.47352982,61.91724777,35.90277481,21.31287384,430.1477356,320.5246277,371.5035095,233.368042,230.8894501,7.480830193,3.684191227,0.0,10.77083302,3.552145481,179.5399323,169.4727936,207.6048889,107.7083282,142.0858154,18.70207596,0.0,0.0,28.72221947,10.65643692,377.7819214,401.5768433,393.3566284,516.999939,461.7789001,56.10622787,66.31543732,25.49533844,43.08333206,53.28218079
Wexford/Maryvale,119,29870,778.4854736,711.4680176,710.355896,693.2290039,821.7038574,184.005661,147.9290009,233.3031616,295.1371155,329.3606262,35.38570404,28.17695045,17.41068268,24.02278709,20.37282181,325.5484924,267.6810303,302.9458923,343.1826782,292.0104675,0.0,7.044237614,0.0,6.86365366,3.395470381,127.3885345,84.53085327,121.8747787,120.1139374,105.2595825,10.61571121,14.08847523,20.89282036,17.15913391,10.1864109,445.8598633,412.0879211,449.1956177,312.2962341,298.8013916,56.61712646,45.78754425,38.30350113,44.61374664,47.53658676
Tam O'Shanter-Sullivan,118,29770,341.3092041,366.9592896,443.2781372,460.3634033,392.4133301,68.26184082,75.55043793,63.83205032,108.1156464,86.05555725,7.185456753,10.79292011,17.73112488,13.95040607,20.65333366,244.3055267,223.0536804,191.4961548,268.5453186,230.628891,3.592728376,0.0,0.0,3.487601519,6.884444714,136.5236816,93.53863525,92.20185089,59.28922653,99.82444763,10.77818489,7.195280075,7.092450142,13.95040607,10.32666683,204.7855072,154.6985168,276.6055603,195.3056946,206.5333405,25.14909744,28.7811203,28.36980057,10.46280479,10.32666683
Steeles,116,26395,143.3292236,176.3103027,162.440567,128.9012146,181.6425171,63.70187378,124.2186279,122.8209229,93.74633789,119.8067627,11.94410133,4.007052422,23.77179146,0.0,0.0,234.9006653,192.3385162,170.364502,242.1780396,255.072464,0.0,0.0,0.0,0.0,0.0,35.83230591,64.11283875,19.8098259,35.15487671,30.91787529,0.0,0.0,0.0,3.906097412,0.0,103.5155487,84.14810181,126.7828827,160.1499939,154.5893707,11.94410133,8.014104843,23.77179146,11.71829224,19.32367134
Mount Dennis,115,14256,748.5689087,803.6235962,744.9732666,670.8056641,650.3605347,102.744751,131.5020447,122.956749,114.1796875,162.5901337,7.338911057,21.91700745,36.16374969,14.27246094,14.13827229,146.7782135,226.4757385,122.956749,149.8608398,98.96790314,0.0,0.0,0.0,7.136230469,21.20740891,95.40583801,248.392746,245.9134979,71.36230469,113.1061783,7.338911057,21.91700745,7.232749939,28.54492188,28.27654457,396.301178,138.8077087,130.1894989,221.2231445,205.0049438,7.338911057,0.0,36.16374969,7.136230469,35.34568024
Lambton Baby Point,114,8294,512.1326904,256.0975647,266.7960205,300.4446716,310.893219,73.16181183,12.19512177,109.1438293,192.2845764,119.5743179,121.936348,73.17073059,36.38127518,72.10671997,119.5743179,158.5172577,109.7560959,121.2709198,120.1778641,179.3614807,0.0,0.0,0.0,0.0,0.0,97.5490799,60.97560883,36.38127518,12.01778603,47.82972717,36.58090591,0.0,12.12709236,0.0,35.87229538,170.7108917,170.7317047,97.01673889,288.4268799,203.2763367,24.38726997,24.39024353,0.0,24.03557205,11.95743179
Weston,113,19809,819.3163452,997.1121826,960.5065308,823.0886841,992.7235107,195.3336945,217.9480133,225.3702545,290.1915283,239.0852356,27.12968063,32.69220352,59.02554321,68.59072113,41.58003998,293.0005493,239.7428284,402.4468689,200.4959564,301.4552917,0.0,16.34610176,5.365958214,5.276209354,10.39500999,244.1671143,228.8454132,246.8340912,221.6007996,129.9376373,32.55561447,70.83310699,42.92766571,42.20967484,67.56756592,341.8339539,506.7291565,450.740509,385.1632996,369.0228577,16.27780724,21.79480171,16.0978756,42.20967484,20.79001999
Beechborough-Greenbrook,112,7057,1014.229492,940.1061401,928.2826538,691.7868652,974.2620239,105.9642715,136.4670258,134.7507172,161.9075623,189.0359192,75.68876648,15.16300201,0.0,14.71886921,14.54122448,227.0662994,166.7930298,239.5568237,367.9717407,159.9534607,0.0,0.0,0.0,0.0,0.0,166.5152893,197.1190338,134.7507172,191.3453064,174.4946899,60.55101395,15.16300201,14.97230148,0.0,72.70612335,257.3417969,121.3040161,254.5291138,176.6264343,101.7885742,75.68876648,60.65200806,29.94460297,0.0,29.08244896
Rockcliffe-Smythe,111,23453,591.9735107,619.1680298,489.3893433,565.6011353,630.2163086,178.462616,148.2515106,216.5439606,227.0974426,161.8123016,56.5857048,39.24304581,51.97055054,25.70914459,21.29109192,165.4043732,165.6928558,160.2425232,102.8365784,183.1033936,8.705492973,0.0,0.0,0.0,4.258218288,161.0516205,265.9806519,203.5513153,81.41229248,38.32396698,26.11647987,13.08101463,4.330879211,17.13942909,25.54931068,235.0483093,183.1342163,251.1909943,321.3642883,306.5917358,13.05823994,17.44135284,43.30879211,64.27285767,38.32396698
Keelesdale-Eglinton West,110,11969,551.4705811,478.7187805,526.0888062,662.7581177,504.8380432,122.5490189,139.2636414,250.1078033,195.4286652,277.6609192,35.01400375,26.11193275,51.74644089,25.49069595,16.82793427,175.0700226,121.85569,120.7416992,263.4038696,151.451416,0.0,0.0,8.624406815,0.0,8.413967133,175.0700226,243.71138,206.9857635,169.937973,92.55364227,43.76750565,8.703977585,25.87322044,42.48449326,0.0,148.8095245,104.447731,189.7369537,178.4348755,244.0050507,17.50700188,0.0,34.49762726,25.49069595,75.72570801
Palmerston-Little Italy,080,14699,557.7633667,481.4065552,574.3944702,567.8319702,645.2050781,111.5526733,97.67668915,103.8062286,136.8269806,88.29122162,362.5462036,376.7529602,359.8616028,444.6876831,325.9983826,306.7698669,279.0762634,256.0553589,314.7020569,346.3732605,0.0,0.0,0.0,0.0,0.0,111.5526733,209.3071899,96.88581085,143.668335,67.91632843,0.0,0.0,6.920415401,0.0,0.0,780.8687134,313.9607849,581.3148804,547.3079224,441.4561157,6.972042084,41.86143875,48.44290543,75.25483704,81.49959564
University,079,7564,2213.65332,1774.724487,2258.292236,1748.785522,1759.410767,99.97143555,186.0598297,98.80028534,138.792511,163.6661224,1570.979736,1946.472046,2046.577271,1943.095093,1022.913269,856.8980103,729.927002,903.3168945,1027.064575,1241.134766,0.0,0.0,14.11432648,0.0,13.63884354,342.7592163,486.6180115,324.6294861,277.585022,218.2214966,0.0,0.0,14.11432648,13.87925053,0.0,1028.277588,858.7376709,1609.033203,1013.185303,804.6917725,142.8163452,85.87376404,84.68595886,249.8265076,95.47190094
Kensington-Chinatown,078,21229,2029.681396,2033.9729,2251.045166,2265.861084,1935.287231,152.7717133,164.9167175,160.7889404,119.8041458,218.4182434,567.4378052,703.6446533,771.7869263,739.6604004,604.4597778,540.1571655,439.7779236,568.1209106,1250.130249,1412.099365,5.456132889,27.48612022,0.0,15.62662792,0.0,294.6311646,368.3139954,487.7264404,411.5011902,238.7362213,21.82453156,49.47501373,48.23668289,36.4621315,20.317976,2782.627686,2913.528564,2310.000977,1484.529663,1777.822876,196.4207764,109.9444809,144.7100372,140.6396484,182.8617859
North St.James Town,074,20492,831.491394,711.3342896,824.0626221,846.5983887,1140.798584,57.88864517,88.91678619,72.10547638,45.62506485,100.0700455,310.4936218,319.0543518,339.9258423,202.7780609,270.1891174,378.9074707,271.9807434,247.2187958,359.9310608,350.2451782,10.52520752,0.0,0.0,0.0,0.0,157.8781128,109.8383789,175.1133118,152.0835419,170.1190796,0.0,10.46079826,5.150391579,30.41670799,10.00700474,468.3717651,800.2510376,272.9707336,441.0422668,495.3467407,15.78781223,41.84319305,41.20313263,15.208354,75.05253601
Moss Park,073,22207,2195.575928,2476.861572,2297.145264,2760.812256,3103.248291,114.9802856,84.13967133,107.4388657,253.239975,207.8499603,563.9509277,615.2713623,716.2590942,670.3411255,522.041748,531.0994263,678.3760986,680.446106,680.2720947,1121.423096,5.475251675,10.51745892,15.3484087,19.86195946,14.50115967,744.6342773,652.0824585,506.4974976,794.4783936,676.7208252,21.9010067,26.29364777,35.81295395,44.68940735,9.667440414,941.7433472,736.2221069,879.9754639,1226.475952,1063.418457,71.17827606,63.1047554,102.3227234,178.7576294,120.8430023
Regent Park,072,14166,943.1395874,1099.792603,1052.994995,1148.760376,1367.684448,126.9610977,27.04408264,86.31106567,82.64463043,182.8880463,244.8535461,351.5730591,319.3509521,371.9008179,357.8244324,272.0594788,225.3673553,250.3020935,223.1405029,516.8574829,0.0,9.014694214,34.52442551,16.52892494,7.951653957,163.2356873,162.2644958,155.3599243,247.9338837,135.1781158,36.27459717,72.11755371,77.67996216,82.64463043,47.70992279,535.050354,405.6612244,336.6131592,578.5123901,469.147583,45.34325027,18.02938843,17.26221275,33.05784988,47.70992279
Cabbagetown-South St.James Town,071,11968,913.8381348,1113.546631,867.9802246,993.8314209,1236.868896,60.92254257,78.91275787,69.43841553,162.7827301,194.8491974,635.335083,587.4616699,425.3103027,736.8060303,516.7739868,591.8189697,455.9403687,503.4285278,351.2680054,931.8875122,0.0,0.0,0.0,0.0,0.0,113.141861,210.434021,364.5516968,282.7279053,152.4906769,8.703220367,0.0,8.679801941,8.567511559,16.94340897,1009.573547,955.7211914,902.6994019,933.8588257,626.9061279,43.51610184,61.37659073,60.75861359,51.40507126,25.41511345
South Riverdale,070,30135,734.0444946,827.1829224,844.0302734,1033.636353,872.7966919,83.16760254,96.26698303,130.1213226,141.7360992,129.5557556,325.438446,459.9422302,400.9143677,466.6920166,245.4740753,354.3663025,534.8165283,327.0617065,314.5849915,450.0357971,0.0,10.69633102,17.58396339,6.913955688,0.0,155.4872589,174.7067413,232.1083221,134.8221436,122.7370377,0.0,24.95810509,31.65113449,13.82791138,20.45617294,542.3973999,534.8165283,429.0487061,570.4013672,531.8604736,61.47170639,78.4397583,91.43660736,82.96746826,71.59660339
Blake-Jones,069,8229,892.5204468,819.3621826,799.9000244,827.3648071,893.4035034,62.85354996,63.02785873,99.98750305,123.4872818,97.90723419,188.5606537,151.266861,199.9750061,74.09236908,220.291275,351.9798889,289.9281616,212.4734344,333.4156494,220.291275,0.0,12.60557175,0.0,0.0,0.0,163.4192352,163.8724365,199.9750061,185.2309265,122.3840408,12.57071018,50.42228699,24.99687576,24.69745636,24.47680855,263.9849243,264.7170105,212.4734344,160.5334625,281.4833069,25.14142036,0.0,24.99687576,12.34872818,48.9536171
North Riverdale,068,12168,536.6135254,423.6584167,545.0941772,451.1154785,595.7238159,82.55593109,58.14919281,82.59002686,90.22309875,171.3726196,206.3898315,249.2108307,222.9930573,401.9028931,310.1028137,421.0352478,340.5881348,231.2520599,278.8713989,350.9058228,0.0,8.307027817,8.259002686,0.0,0.0,280.690155,257.5178528,198.2160492,147.6378021,179.5332184,0.0,16.61405563,0.0,0.0,8.160600662,371.5016785,431.9654541,330.3601074,262.4671936,456.9936218,16.5111866,49.8421669,41.29501343,41.01049805,40.8030014
Playter Estates-Danforth,067,7764,492.866394,880.0310669,849.6395264,651.5906372,941.4758301,90.79118347,90.59143066,51.49330521,102.2102966,114.5038147,103.7613525,194.1244965,193.0998993,140.5391541,139.9491119,518.8067627,310.5992126,193.0998993,293.8546143,445.2926331,0.0,0.0,0.0,25.55257416,0.0,142.6718597,129.4163361,77.23995972,76.65772247,127.2264633,0.0,0.0,25.7466526,12.77628708,25.44529343,272.3735352,116.4747009,308.9598389,255.5257416,839.6946411,25.94033813,38.82490158,12.8733263,25.55257416,76.33587646
Danforth,066,10173,901.083313,747.0220337,781.0153198,1000.396179,816.607605,40.49812698,50.4744606,40.0520668,108.9540405,78.70916748,111.3698502,262.4671936,100.1301727,227.8129883,275.4820862,404.9812622,413.890564,290.3775024,297.1473999,393.5458374,10.12453175,10.09489155,10.0130167,9.904912949,0.0,192.3661041,191.802948,290.3775024,326.8621216,196.7729187,10.12453175,10.09489155,10.0130167,9.904912949,9.838645935,607.4719238,181.7080536,150.1952515,287.2424622,570.6414795,40.49812698,40.37956619,30.03905106,49.52456284,39.35458374
Greenwood-Coxwell,065,15400,964.1965942,678.7634277,519.4459229,797.1014404,841.8167725,114.6247711,87.36559296,86.57431793,111.9894562,189.2456207,168.5658417,248.6559143,179.808197,171.2779999,254.5027466,229.2495422,416.6666565,219.7655792,250.3293762,313.2341309,0.0,0.0,0.0,6.58761549,0.0,121.3674088,94.08602142,166.4890747,131.7523041,71.78282166,6.74263382,6.720429897,6.659563065,0.0,32.6285553,431.5285645,396.5053711,239.744278,428.1950073,652.571106,47.19843674,47.04301071,53.27650452,39.52569199,32.6285553
Woodbine Corridor,064,13282,591.8560791,654.7155151,617.3792114,732.6566162,771.0916138,78.91413879,77.94232178,38.58620071,91.58207703,60.47777557,110.4797974,233.8269653,138.9103241,160.2686462,181.4333191,197.2853546,405.3000793,231.5172119,183.1641541,249.4708252,23.67424202,0.0,0.0,0.0,0.0,126.2626266,70.14809418,146.6275635,206.0596771,90.71665955,15.78282833,7.794232368,0.0,0.0,15.11944389,299.8737488,226.0327301,300.9723816,610.5471802,514.0610962,23.67424202,46.7653923,23.15172005,53.42288208,22.67916489
The Beaches,063,23097,500.1591492,380.8314819,506.8400879,442.8305664,368.2111206,109.1256332,31.73595619,49.33841705,141.70578,92.05278015,81.84422302,403.5000305,139.044632,163.8473053,162.1882324,190.9698486,349.09552,152.5005646,190.4171448,254.2409973,0.0,0.0,0.0,0.0,0.0,63.65661621,72.53932953,215.2949066,48.71136475,70.13545227,0.0,0.0,0.0,0.0,8.766931534,445.5963135,294.69104,278.0892639,438.4022522,236.7071381,22.73450661,13.60112476,31.39717484,22.14152908,39.45119095
East End-Danforth,062,23011,880.7713623,771.1488647,784.4210205,817.5733643,811.8539429,64.89894104,106.206131,114.0146866,143.7491608,88.727211,213.2393799,235.5005493,173.3023224,202.1472473,137.5271759,417.207489,355.5596619,287.3170166,354.8807373,275.0543518,0.0,0.0,0.0,4.492161274,0.0,152.9760742,193.9416351,191.5446777,143.7491608,119.7817307,0.0,9.235316277,9.121174812,8.984322548,8.872720718,533.0984497,360.1773071,300.9987793,431.247467,297.236145,41.7207489,50.79423904,41.04528809,35.93729019,39.92724228
Taylor-Massey,061,16157,591.9371948,604.5874023,619.8475342,756.132019,703.8374634,56.07825851,37.39715958,30.99237633,73.76898193,67.32357788,49.84734344,56.09573746,30.99237633,104.5060577,24.48130226,442.3951721,261.7800903,167.3588257,252.0440216,385.5805054,6.230917931,6.232859612,6.198475361,0.0,6.120325565,255.4676361,105.9586105,111.5725555,110.6534729,79.56423187,0.0,12.46571922,12.39695072,6.147415161,12.24065113,292.8531494,218.1500854,235.5420532,184.4224548,287.655304,18.69275284,31.16429901,12.39695072,24.58966064,18.36097717
Woodbine-Lumsden,060,8141,506.1103516,444.444458,417.434021,499.5126648,424.6026917,74.06493378,24.69135857,12.27747059,24.36647224,97.05204773,37.03246689,86.41975403,24.55494118,73.09941864,97.05204773,222.1947937,172.8395081,122.7747116,170.5653076,121.3150558,12.34415531,0.0,12.27747059,0.0,12.13150597,86.40908813,37.0370369,73.66482544,73.09941864,36.39451599,0.0,12.34567928,12.27747059,12.18323612,0.0,432.0454407,444.444458,208.7170105,414.230011,424.6026917,37.03246689,74.07407379,0.0,36.54970932,60.65752792
Danforth East York,059,17883,319.6164551,284.2685852,463.303009,470.3774109,489.6233215,57.07436752,68.22445679,50.85033035,78.39624023,50.07511139,22.82974625,119.3927994,50.85033035,50.39757919,66.76681519,136.9784851,238.7855988,141.2509155,100.7951584,133.5336304,0.0,0.0,0.0,0.0,0.0,57.07436752,34.11222839,56.50036621,61.59704208,61.20291519,0.0,0.0,5.650036812,5.599731445,5.563901424,376.6908264,244.4709778,107.3507004,212.7897797,461.8038025,17.12231064,22.7414856,0.0,16.79919434,44.5112114
Old East York,058,9540,528.5971069,411.5660706,419.5510864,604.6075439,466.5146179,52.85971069,63.31785583,0.0,93.81841278,41.46796417,21.14388466,10.55297565,52.4438858,31.27280235,0.0,116.2913589,274.3773804,178.3092041,291.8794861,134.7708893,0.0,10.55297565,0.0,10.42426777,0.0,42.28776932,84.42380524,41.95510864,62.54560471,93.30292511,10.57194233,10.55297565,10.48877716,10.42426777,0.0,338.3021545,179.400589,220.2643127,208.4853516,373.2117004,31.71582603,21.10595131,20.97755432,0.0,31.10097504
Runnymede-Bloor West Village,089,10772,374.100708,352.2467651,302.3146057,289.8008728,398.8868408,115.1079102,85.68164825,188.9466248,243.0588074,269.0166931,182.2541962,142.8027344,198.3939514,46.74207687,74.21150208,239.8081512,209.4440155,179.4992981,205.6651459,250.4638214,0.0,0.0,0.0,0.0,0.0,182.2541962,133.2825623,132.2626343,177.6198883,185.5287628,9.592326164,0.0,0.0,0.0,0.0,278.1774597,171.3632965,198.3939514,186.9683075,324.6753235,9.592326164,9.52018261,0.0,18.69683075,18.55287552
High Park North,088,24474,405.0024414,398.106781,457.1777039,440.660553,383.6424866,62.30806732,30.96386147,39.18666077,85.56515503,105.3962936,160.2207489,203.4768066,261.2443848,226.7476654,210.7925873,311.5403442,123.8554459,235.1199493,265.2519836,286.6779175,0.0,0.0,0.0,0.0,0.0,102.3632584,123.8554459,152.3925629,106.9564438,46.37436676,0.0,0.0,0.0,0.0,0.0,93.4621048,79.62135315,182.8710785,124.0694809,189.7133179,8.901152611,8.846817017,8.708146095,17.11303139,21.07925797
