NBHDNo,NBHDName,BranchCode,BranchName,Year,Visits,Registrations,Circulation,Sessions
043,Victoria Village,VV,Victoria Village,2018,42043.0,630,87550,9463.0
113,Weston,WE,Weston,2018,91230.0,1279,116159,26060.0
022,Humbermede,WP,Woodview Park,2018,58068.0,573,71530,13555.0
129,Agincourt North,WS,Woodside Square,2018,373195.0,2387,312597,75752.0
096,Casa Loma,WY,Wychwood,2018,62229.0,579,115280,16140.0
095,Annex,YO,Yorkville,2018,137585.0,1296,255993,22390.0
025,Glenfield-Jane Heights,YW,York Woods,2018,170623.0,3361,181002,93349.0
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2019,337559.0,7314,300374,105936.0
120,Clairlea-Birchmount,ACD,Albert Campbell,2019,229609.0,1352,219561,54592.0
020,Alderwood,AD,Alderwood,2019,100412.0,712,147747,10518.0
118,Tam O'Shanter-Sullivan,AG,Agincourt,2019,356784.0,3404,562590,110006.0
039,Bedford Park-Nortown,AH,Armour Heights,2019,72816.0,842,213427,9414.0
090,Junction Area,AN,Annette Street,2019,97246.0,1274,201398,20898.0
030,Brookhaven-Amesbury,AP,Amesbury Park,2019,56893.0,1000,86154,13549.0
150,Fenside-Parkwoods,BB,Brookbanks,2019,77106.0,1597,151891,16706.0
154,Oakdale-Beverley Heights,BC,Black Creek,2019,107777.0,2389,79871,25777.0
157,Bendale South,BD,Bendale,2019,48541.0,909,114383,13281.0
063,The Beaches,BE,Beaches,2019,198067.0,1887,287323,26353.0
032,Englemount-Lawrence,BF,Barbara Frum,2019,235589.0,3112,482673,66397.0
083,Dufferin Grove,BL,Bloor/Gladstone,2019,363692.0,4130,372794,119884.0
015,Kingsway South,BR,Brentwood,2019,205226.0,2858,409868,51475.0
147,L'Amoreaux West,BRW,Bridlewood,2019,404356.0,2625,346131,47541.0
146,Malvern East,BUR,Burrows Hall,2019,85122.0,1130,123257,17393.0
123,Cliffcrest,CC,Cliffcrest,2019,67906.0,1074,155449,14182.0
035,Westminster-Branson,CE,Centennial,2019,134067.0,2120,270126,21971.0
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2019,355086.0,4849,374943,124808.0
170,Yonge-Bay Corridor,CH,City Hall,2019,202935.0,3798,270410,47505.0
037,Willowdale West,CL,North York Central Library,2019,1398539.0,14523,995148,227153.0
080,Palmerston-Little Italy,CS,College/Shaw,2019,103210.0,1462,189401,21432.0
064,Woodbine Corridor,DA,Danforth/Coxwell,2019,166953.0,1555,273555,36170.0
042,Banbury-Don Mills,DM,Don Mills,2019,212850.0,2137,472171,46052.0
155,Downsview,DO,Downsview,2019,139493.0,1796,122726,43740.0
098,Rosedale-Moore Park,DP,Deer Park,2019,280295.0,2334,415115,61486.0
054,O'Connor-Parkview,DR,Dawes Road,2019,88804.0,1282,151755,29528.0
094,Wychwood,DT,Davenport,2019,36185.0,560,138693,4311.0
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2019,109667.0,1442,169397,40379.0
158,Islington,EA,Eatonville,2019,225560.0,3621,441050,38638.0
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2019,45225.0,512,120847,5383.0
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2019,43655.0,731,64150,12828.0
052,Bayview Village,EN,Ethennonnhawahstihnen',2019,171685.0,2582,397779,20341.0
120,Clairlea-Birchmount,ES,Eglinton Square,2019,261247.0,2799,202898,55205.0
102,Forest Hill North,FH,Forest Hill,2019,107435.0,1091,172300,17319.0
165,Harbourfront-CityPlace,FO,Fort York,2019,196094.0,4769,230898,38890.0
044,Flemingdon Park,FP,Flemingdon Park,2019,157505.0,1204,98375,29562.0
047,Don Valley Village,FV,Fairview,2019,514987.0,7751,638738,132363.0
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2019,100212.0,832,167483,16283.0
130,Milliken,GHP,Goldhawk Park,2019,153844.0,851,194589,28864.0
140,Guildwood,GW,Guildwood,2019,26595.0,342,47291,3327.0
016,Stonegate-Queensway,HB,Humber Bay,2019,47611.0,926,160861,6809.0
134,Highland Creek,HC,Highland Creek,2019,56329.0,1116,135525,15568.0
048,Hillcrest Village,HIL,Hillcrest,2019,110800.0,980,281722,15515.0
087,High Park-Swansea,HP,High Park,2019,217479.0,1874,338769,33287.0
021,Humber Summit,HS,Humber Summit,2019,40175.0,685,51847,11207.0
001,West Humber-Clairville,HW,Humberwood,2019,94909.0,669,50965,10952.0
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2019,158197.0,1755,267037,41567.0
070,South Riverdale,JO,Jones,2019,75303.0,896,154766,14749.0
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2019,89668.0,1781,93852,25099.0
125,Ionview,KE,Kennedy/Eglinton,2019,75312.0,1568,122499,27027.0
019,Long Branch,LB,Long Branch,2019,55632.0,899,128543,13628.0
056,Leaside-Bennington,LE,Leaside,2019,157656.0,1530,330924,21315.0
103,Lawrence Park South,LO,Locke,2019,204120.0,2157,335761,36896.0
078,Kensington-Chinatown,LS,Lillian H. Smith,2019,262069.0,3362,273328,91815.0
062,East End-Danforth,MA,Main Street,2019,118568.0,1202,252545,23379.0
146,Malvern East,MAL,Malvern,2019,275220.0,3332,291620,79554.0
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2019,210369.0,1819,178398,79476.0
126,Dorset Park,MCG,McGregor Park,2019,120802.0,1680,152135,29609.0
115,Mount Dennis,MD,Mount Dennis,2019,77877.0,1027,89270,31430.0
160,Mimico-Queensway,MI,Mimico Centennial,2019,85449.0,1129,167353,12713.0
099,Mount Pleasant East,MP,Mount Pleasant,2019,61718.0,776,155612,5368.0
119,Wexford-Maryvale,MRV,Maryvale,2019,126402.0,1505,148594,32754.0
136,West Hill,MS,Morningside,2019,109795.0,1528,156566,29277.0
100,Yonge-Eglinton,ND,Northern District,2019,357327.0,4118,420227,92396.0
001,West Humber-Clairville,NE,Northern Elms,2019,32994.0,555,62927,12233.0
018,New Toronto,NT,New Toronto,2019,53786.0,788,122517,13824.0
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2019,99154.0,939,142126,19498.0
069,Blake-Jones,PA,Pape/Danforth,2019,215656.0,2105,359576,49103.0
171,Junction-Wallace Emerson,PE,Perth/Dupont,2019,52157.0,548,97542,5480.0
085,South Parkdale,PK,Parkdale,2019,181068.0,2068,204819,53495.0
073,Moss Park,PL,Parliament Street,2019,98771.0,1102,101464,28959.0
095,Annex,PM,Palmerston,2019,104919.0,1176,194833,21569.0
133,Centennial Scarborough,PU,Port Union,2019,82062.0,1076,200031,8556.0
046,Pleasant View,PV,Pleasant View,2019,73267.0,681,168874,13878.0
070,South Riverdale,QS,Queen/Saulter,2019,69777.0,722,103936,10704.0
068,North Riverdale,RD,Riverdale,2019,180229.0,1466,225704,44200.0
007,Willowridge-Martingrove-Richview,RI,Richview,2019,298478.0,3800,556421,71343.0
088,High Park North,RN,Runnymede,2019,291820.0,2536,426354,67083.0
004,Rexdale-Kipling,RX,Rexdale,2019,39099.0,514,69288,10536.0
078,Kensington-Chinatown,SA,Sanderson,2019,228261.0,2158,171106,53178.0
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2019,197245.0,2836,172072,43849.0
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2019,10366.0,254,14047,1473.0
074,North St. James Town,SJ,St. James Town,2019,182887.0,2297,248646,58962.0
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2019,133158.0,2550,220519,27347.0
095,Annex,SP,Spadina Road,2019,85425.0,1083,172880,14116.0
116,Steeles,ST,Steeles,2019,162606.0,1570,198868,36129.0
087,High Park-Swansea,SW,Swansea Memorial,2019,23836.0,133,41280,2707.0
059,Danforth Village - East York,SWS,S. Walter Stewart,2019,247041.0,1955,389780,58495.0
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2019,26401.0,545,103046,8422.0
055,Thorncliffe Park,TH,Thorncliffe,2019,183994.0,1948,138280,42950.0
058,Old East York,TOD,Todmorden Room,2019,34029.0,244,55877,3749.0
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2019,1507185.0,14461,375830,390307.0
043,Victoria Village,VV,Victoria Village,2019,42414.0,544,87183,9070.0
113,Weston,WE,Weston,2019,93178.0,1518,108961,26812.0
022,Humbermede,WP,Woodview Park,2019,65661.0,784,60941,14657.0
129,Agincourt North,WS,Woodside Square,2019,362674.0,2341,290873,72288.0
095,Annex,YO,Yorkville,2019,134385.0,1349,251808,21130.0
025,Glenfield-Jane Heights,YW,York Woods,2019,134259.0,2773,134944,62065.0
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2020,83718.0,2072,126586,26076.0
120,Clairlea-Birchmount,ACD,Albert Campbell,2020,1607.0,25,12976,0.0
020,Alderwood,AD,Alderwood,2020,20644.0,164,36256,1892.0
118,Tam O'Shanter-Sullivan,AG,Agincourt,2020,81923.0,1064,266625,25441.0
039,Bedford Park-Nortown,AH,Armour Heights,2020,16702.0,194,64139,1811.0
090,Junction Area,AN,Annette Street,2020,47198.0,450,106555,5746.0
030,Brookhaven-Amesbury,AP,Amesbury Park,2020,19491.0,408,38630,4251.0
150,Fenside-Parkwoods,BB,Brookbanks,2020,35675.0,385,87211,4129.0
154,Oakdale-Beverley Heights,BC,Black Creek,2020,26946.0,494,22006,5912.0
157,Bendale South,BD,Bendale,2020,20062.0,341,52748,3706.0
063,The Beaches,BE,Beaches,2020,77328.0,813,144929,7102.0
032,Englemount-Lawrence,BF,Barbara Frum,2020,94156.0,862,252244,18233.0
083,Dufferin Grove,BL,Bloor/Gladstone,2020,131749.0,1344,201595,31570.0
015,Kingsway South,BR,Brentwood,2020,83955.0,917,237555,14194.0
147,L'Amoreaux West,BRW,Bridlewood,2020,84002.0,673,90230,10115.0
146,Malvern East,BUR,Burrows Hall,2020,15949.0,203,29631,2989.0
123,Cliffcrest,CC,Cliffcrest,2020,24853.0,504,83210,2888.0
035,Westminster-Branson,CE,Centennial,2020,52001.0,758,142566,4810.0
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2020,104056.0,1594,151216,35952.0
170,Yonge-Bay Corridor,CH,City Hall,2020,39487.0,1268,65935,8603.0
037,Willowdale West,CL,North York Central Library,2020,456052.0,3481,454082,62120.0
080,Palmerston-Little Italy,CS,College/Shaw,2020,40324.0,544,107163,4090.0
064,Woodbine Corridor,DA,Danforth/Coxwell,2020,71877.0,560,158261,9723.0
042,Banbury-Don Mills,DM,Don Mills,2020,90920.0,805,250437,13816.0
155,Downsview,DO,Downsview,2020,60744.0,691,57064,11773.0
098,Rosedale-Moore Park,DP,Deer Park,2020,98871.0,782,196534,15121.0
054,O'Connor-Parkview,DR,Dawes Road,2020,39629.0,501,96246,7374.0
094,Wychwood,DT,Davenport,2020,7552.0,122,35733,922.0
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2020,47531.0,496,109802,8753.0
158,Islington,EA,Eatonville,2020,87220.0,1151,225948,10679.0
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2020,15484.0,143,59378,852.0
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2020,16214.0,164,25521,3408.0
052,Bayview Village,EN,Ethennonnhawahstihnen',2020,45962.0,700,140088,4497.0
120,Clairlea-Birchmount,ES,Eglinton Square,2020,68291.0,603,63514,12119.0
102,Forest Hill North,FH,Forest Hill,2020,61033.0,442,108414,4598.0
165,Harbourfront-CityPlace,FO,Fort York,2020,65438.0,1874,118480,7407.0
044,Flemingdon Park,FP,Flemingdon Park,2020,41276.0,287,31643,6271.0
047,Don Valley Village,FV,Fairview,2020,157316.0,2168,302231,32314.0
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2020,27205.0,242,54932,3739.0
130,Milliken,GHP,Goldhawk Park,2020,43959.0,299,85080,6205.0
140,Guildwood,GW,Guildwood,2020,22876.0,227,51998,2225.0
016,Stonegate-Queensway,HB,Humber Bay,2020,9187.0,172,43315,1232.0
134,Highland Creek,HC,Highland Creek,2020,21700.0,388,65639,4426.0
048,Hillcrest Village,HIL,Hillcrest,2020,38782.0,330,155417,3582.0
087,High Park-Swansea,HP,High Park,2020,89789.0,625,159632,7341.0
021,Humber Summit,HS,Humber Summit,2020,12252.0,192,22677,3415.0
001,West Humber-Clairville,HW,Humberwood,2020,21521.0,116,14847,2229.0
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2020,58094.0,572,136480,11692.0
070,South Riverdale,JO,Jones,2020,32163.0,339,85172,3568.0
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2020,38069.0,617,46122,7509.0
125,Ionview,KE,Kennedy/Eglinton,2020,28212.0,507,60245,7709.0
019,Long Branch,LB,Long Branch,2020,25011.0,354,79922,2755.0
056,Leaside-Bennington,LE,Leaside,2020,64348.0,625,192613,5065.0
103,Lawrence Park South,LO,Locke,2020,81105.0,891,177203,8879.0
078,Kensington-Chinatown,LS,Lillian H. Smith,2020,97500.0,1285,148317,26622.0
062,East End-Danforth,MA,Main Street,2020,55649.0,462,136340,7986.0
146,Malvern East,MAL,Malvern,2020,90922.0,1042,124229,20033.0
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2020,67788.0,670,75572,19854.0
126,Dorset Park,MCG,McGregor Park,2020,39622.0,538,77049,7509.0
115,Mount Dennis,MD,Mount Dennis,2020,33095.0,358,39678,8491.0
160,Mimico-Queensway,MI,Mimico Centennial,2020,34626.0,483,96529,3871.0
099,Mount Pleasant East,MP,Mount Pleasant,2020,12178.0,147,39179,1040.0
119,Wexford-Maryvale,MRV,Maryvale,2020,26320.0,331,36625,5973.0
136,West Hill,MS,Morningside,2020,45944.0,633,100102,6127.0
100,Yonge-Eglinton,ND,Northern District,2020,85226.0,1539,218795,26221.0
001,West Humber-Clairville,NE,Northern Elms,2020,18821.0,210,40990,3650.0
018,New Toronto,NT,New Toronto,2020,19076.0,254,50501,3370.0
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2020,26462.0,341,79771,4420.0
069,Blake-Jones,PA,Pape/Danforth,2020,74252.0,824,174872,11283.0
171,Junction-Wallace Emerson,PE,Perth/Dupont,2020,10486.0,113,26668,1099.0
085,South Parkdale,PK,Parkdale,2020,116458.0,1201,158296,24647.0
073,Moss Park,PL,Parliament Street,2020,78685.0,965,107691,15114.0
095,Annex,PM,Palmerston,2020,54360.0,604,147392,5166.0
133,Centennial Scarborough,PU,Port Union,2020,17303.0,195,49387,1732.0
046,Pleasant View,PV,Pleasant View,2020,27866.0,248,88899,3843.0
070,South Riverdale,QS,Queen/Saulter,2020,13608.0,168,26002,2064.0
068,North Riverdale,RD,Riverdale,2020,41601.0,517,123931,10683.0
007,Willowridge-Martingrove-Richview,RI,Richview,2020,110394.0,1230,260967,20928.0
088,High Park North,RN,Runnymede,2020,101566.0,886,238495,16323.0
004,Rexdale-Kipling,RX,Rexdale,2020,9438.0,108,19791,2595.0
078,Kensington-Chinatown,SA,Sanderson,2020,66395.0,628,67177,12650.0
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2020,70414.0,995,75354,12080.0
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2020,7623.0,186,15409,1390.0
074,North St. James Town,SJ,St. James Town,2020,29787.0,378,52790,9389.0
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2020,50946.0,980,120344,7287.0
095,Annex,SP,Spadina Road,2020,17355.0,187,52033,2867.0
116,Steeles,ST,Steeles,2020,40686.0,315,101547,7465.0
087,High Park-Swansea,SW,Swansea Memorial,2020,5164.0,16,12110,607.0
059,Danforth Village - East York,SWS,S. Walter Stewart,2020,94272.0,561,211230,14360.0
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2020,23725.0,212,72986,2360.0
055,Thorncliffe Park,TH,Thorncliffe,2020,49448.0,525,66087,11491.0
058,Old East York,TOD,Todmorden Room,2020,7135.0,45,13900,754.0
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2020,409542.0,4261,201399,113637.0
043,Victoria Village,VV,Victoria Village,2020,11850.0,207,33155,1886.0
113,Weston,WE,Weston,2020,44916.0,445,51331,7825.0
022,Humbermede,WP,Woodview Park,2020,21041.0,252,28476,3980.0
129,Agincourt North,WS,Woodside Square,2020,71640.0,503,78857,13434.0
095,Annex,YO,Yorkville,2020,30268.0,278,70318,4700.0
025,Glenfield-Jane Heights,YW,York Woods,2020,31075.0,396,26964,8832.0
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2021,58083.0,1953,155096,14154.0
120,Clairlea-Birchmount,ACD,Albert Campbell,2021,12600.0,154,28134,0.0
020,Alderwood,AD,Alderwood,2021,19752.0,363,48728,504.0
118,Tam O'Shanter-Sullivan,AG,Agincourt,2021,81572.0,1194,326570,10508.0
039,Bedford Park-Nortown,AH,Armour Heights,2021,14409.0,233,105018,1044.0
090,Junction Area,AN,Annette Street,2021,46034.0,462,149040,3349.0
030,Brookhaven-Amesbury,AP,Amesbury Park,2021,10868.0,328,41849,1588.0
150,Fenside-Parkwoods,BB,Brookbanks,2021,27562.0,393,111742,1970.0
154,Oakdale-Beverley Heights,BC,Black Creek,2021,17520.0,284,19013,2747.0
157,Bendale South,BD,Bendale,2021,15747.0,450,63449,1597.0
063,The Beaches,BE,Beaches,2021,61687.0,873,183234,3402.0
032,Englemount-Lawrence,BF,Barbara Frum,2021,61848.0,939,293635,8645.0
083,Dufferin Grove,BL,Bloor/Gladstone,2021,85695.0,1356,259208,15125.0
015,Kingsway South,BR,Brentwood,2021,70833.0,1031,323591,6654.0
147,L'Amoreaux West,BRW,Bridlewood,2021,60079.0,1199,116119,4211.0
146,Malvern East,BUR,Burrows Hall,2021,7251.0,217,20539,711.0
123,Cliffcrest,CC,Cliffcrest,2021,20072.0,494,99385,1223.0
035,Westminster-Branson,CE,Centennial,2021,46021.0,819,193796,2658.0
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2021,74951.0,1518,163107,15494.0
037,Willowdale West,CL,North York Central Library,2021,309869.0,3894,557517,29480.0
080,Palmerston-Little Italy,CS,College/Shaw,2021,29450.0,625,156730,1019.0
064,Woodbine Corridor,DA,Danforth/Coxwell,2021,49549.0,589,209279,4674.0
042,Banbury-Don Mills,DM,Don Mills,2021,72314.0,940,322966,5654.0
155,Downsview,DO,Downsview,2021,51164.0,801,88205,9331.0
098,Rosedale-Moore Park,DP,Deer Park,2021,81154.0,1186,236812,6770.0
054,O'Connor-Parkview,DR,Dawes Road,2021,27348.0,550,118588,3048.0
094,Wychwood,DT,Davenport,2021,2365.0,51,26454,0.0
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2021,36152.0,501,150961,3707.0
158,Islington,EA,Eatonville,2021,67386.0,1166,316632,4215.0
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2021,13247.0,209,79901,341.0
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2021,10334.0,249,33233,1548.0
052,Bayview Village,EN,Ethennonnhawahstihnen',2021,46617.0,1224,228315,2518.0
120,Clairlea-Birchmount,ES,Eglinton Square,2021,53252.0,896,83269,4067.0
102,Forest Hill North,FH,Forest Hill,2021,38232.0,500,145741,1936.0
165,Harbourfront-CityPlace,FO,Fort York,2021,62604.0,2709,164671,3854.0
044,Flemingdon Park,FP,Flemingdon Park,2021,33758.0,536,48842,2479.0
047,Don Valley Village,FV,Fairview,2021,119530.0,2589,327664,15276.0
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2021,31974.0,311,108116,1867.0
130,Milliken,GHP,Goldhawk Park,2021,27577.0,404,148829,2695.0
140,Guildwood,GW,Guildwood,2021,15310.0,239,68108,758.0
016,Stonegate-Queensway,HB,Humber Bay,2021,8097.0,210,35186,449.0
134,Highland Creek,HC,Highland Creek,2021,20156.0,496,94402,1542.0
048,Hillcrest Village,HIL,Hillcrest,2021,31305.0,499,203559,1284.0
087,High Park-Swansea,HP,High Park,2021,69732.0,629,200351,3409.0
021,Humber Summit,HS,Humber Summit,2021,11305.0,204,24270,982.0
001,West Humber-Clairville,HW,Humberwood,2021,12224.0,254,17228,909.0
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2021,43854.0,540,190050,5875.0
070,South Riverdale,JO,Jones,2021,29392.0,372,115065,1385.0
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2021,25861.0,564,52713,3224.0
125,Ionview,KE,Kennedy/Eglinton,2021,29577.0,726,81130,5727.0
019,Long Branch,LB,Long Branch,2021,19250.0,387,111236,915.0
056,Leaside-Bennington,LE,Leaside,2021,61845.0,851,275747,2526.0
103,Lawrence Park South,LO,Locke,2021,64678.0,842,240346,3700.0
078,Kensington-Chinatown,LS,Lillian H. Smith,2021,75630.0,1927,198145,14526.0
062,East End-Danforth,MA,Main Street,2021,50037.0,521,190319,4891.0
146,Malvern East,MAL,Malvern,2021,57937.0,1097,154004,7303.0
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2021,42003.0,727,98129,7608.0
126,Dorset Park,MCG,McGregor Park,2021,27536.0,608,99043,2602.0
115,Mount Dennis,MD,Mount Dennis,2021,30326.0,323,49966,3898.0
160,Mimico-Queensway,MI,Mimico Centennial,2021,28681.0,527,133806,1652.0
119,Wexford-Maryvale,MRV,Maryvale,2021,24654.0,449,38201,2661.0
136,West Hill,MS,Morningside,2021,42315.0,663,155286,2324.0
100,Yonge-Eglinton,ND,Northern District,2021,5612.0,1765,273570,14308.0
001,West Humber-Clairville,NE,Northern Elms,2021,13698.0,175,45142,1480.0
018,New Toronto,NT,New Toronto,2021,16522.0,260,63807,1608.0
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2021,5031.0,431,116773,1934.0
069,Blake-Jones,PA,Pape/Danforth,2021,51921.0,746,234282,3053.0
171,Junction-Wallace Emerson,PE,Perth/Dupont,2021,8267.0,136,22187,274.0
085,South Parkdale,PK,Parkdale,2021,82433.0,1225,188589,13675.0
073,Moss Park,PL,Parliament Street,2021,62707.0,1001,147856,5033.0
095,Annex,PM,Palmerston,2021,50269.0,556,204010,1523.0
133,Centennial Scarborough,PU,Port Union,2021,10688.0,245,45739,469.0
046,Pleasant View,PV,Pleasant View,2021,20003.0,245,101720,1565.0
070,South Riverdale,QS,Queen/Saulter,2021,9916.0,190,19390,529.0
068,North Riverdale,RD,Riverdale,2021,5710.0,584,156177,4799.0
007,Willowridge-Martingrove-Richview,RI,Richview,2021,86957.0,1232,317534,9403.0
088,High Park North,RN,Runnymede,2021,92865.0,995,309451,8291.0
004,Rexdale-Kipling,RX,Rexdale,2021,11666.0,173,25604,1166.0
078,Kensington-Chinatown,SA,Sanderson,2021,43987.0,663,73687,6778.0
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2021,45783.0,1214,93231,5578.0
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2021,9327.0,254,20242,709.0
074,North St. James Town,SJ,St. James Town,2021,11312.0,350,23406,1922.0
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2021,47209.0,1068,161940,4073.0
095,Annex,SP,Spadina Road,2021,9654.0,267,33199,705.0
116,Steeles,ST,Steeles,2021,30057.0,418,133286,2207.0
059,Danforth Village - East York,SWS,S. Walter Stewart,2021,73913.0,648,294167,5318.0
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2021,16047.0,245,89976,926.0
055,Thorncliffe Park,TH,Thorncliffe,2021,16877.0,580,69257,5107.0
058,Old East York,TOD,Todmorden Room,2021,1296.0,50,6238,157.0
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2021,244641.0,3815,238759,49391.0
043,Victoria Village,VV,Victoria Village,2021,10639.0,226,49993,938.0
113,Weston,WE,Weston,2021,28589.0,488,59795,4390.0
022,Humbermede,WP,Woodview Park,2021,12922.0,190,38902,1409.0
129,Agincourt North,WS,Woodside Square,2021,51362.0,754,81545,5878.0
095,Annex,YO,Yorkville,2021,25840.0,464,65723,1929.0
025,Glenfield-Jane Heights,YW,York Woods,2021,25317.0,415,22279,3571.0
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2022,191320.0,5093,209792,44967.0
120,Clairlea-Birchmount,ACD,Albert Campbell,2022,59881.0,1577,84732,14030.0
020,Alderwood,AD,Alderwood,2022,47658.0,711,91028,2587.0
118,Tam O'Shanter-Sullivan,AG,Agincourt,2022,137685.0,2959,394133,35212.0
039,Bedford Park-Nortown,AH,Armour Heights,2022,18416.0,398,69713,1852.0
090,Junction Area,AN,Annette Street,2022,43257.0,905,131914,6485.0
030,Brookhaven-Amesbury,AP,Amesbury Park,2022,28006.0,1019,53317,5981.0
150,Fenside-Parkwoods,BB,Brookbanks,2022,54070.0,933,134769,6340.0
154,Oakdale-Beverley Heights,BC,Black Creek,2022,43995.0,994,33959,9480.0
157,Bendale South,BD,Bendale,2022,29668.0,942,69628,5019.0
063,The Beaches,BE,Beaches,2022,122734.0,1587,215838,9254.0
032,Englemount-Lawrence,BF,Barbara Frum,2022,142752.0,2125,368807,21799.0
083,Dufferin Grove,BL,Bloor/Gladstone,2022,202438.0,2694,289981,48813.0
015,Kingsway South,BR,Brentwood,2022,133221.0,2116,345454,20232.0
147,L'Amoreaux West,BRW,Bridlewood,2022,199345.0,2632,203836,17132.0
146,Malvern East,BUR,Burrows Hall,2022,34835.0,835,64432,4884.0
123,Cliffcrest,CC,Cliffcrest,2022,44702.0,1154,116600,6156.0
035,Westminster-Branson,CE,Centennial,2022,95026.0,1848,217757,9196.0
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2022,187054.0,3543,237252,43222.0
170,Yonge-Bay Corridor,CH,City Hall,2022,58226.0,1938,68917,11020.0
037,Willowdale West,CL,North York Central Library,2022,827795.0,9855,732038,87439.0
080,Palmerston-Little Italy,CS,College/Shaw,2022,54432.0,1044,128467,6025.0
064,Woodbine Corridor,DA,Danforth/Coxwell,2022,92387.0,1296,225709,15464.0
042,Banbury-Don Mills,DM,Don Mills,2022,146812.0,1982,401716,17395.0
155,Downsview,DO,Downsview,2022,116686.0,1978,119424,31542.0
098,Rosedale-Moore Park,DP,Deer Park,2022,165101.0,1792,288495,22943.0
054,O'Connor-Parkview,DR,Dawes Road,2022,43606.0,1149,94405,8493.0
094,Wychwood,DT,Davenport,2022,13947.0,367,57890,1010.0
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2022,71848.0,1010,154485,10777.0
158,Islington,EA,Eatonville,2022,137873.0,2771,359551,14964.0
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2022,21786.0,514,76420,1137.0
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2022,18450.0,584,34926,3613.0
052,Bayview Village,EN,Ethennonnhawahstihnen',2022,100183.0,2031,279998,8193.0
120,Clairlea-Birchmount,ES,Eglinton Square,2022,137717.0,1928,136581,18279.0
102,Forest Hill North,FH,Forest Hill,2022,72570.0,889,143551,6495.0
165,Harbourfront-CityPlace,FO,Fort York,2022,122233.0,4509,180341,14731.0
044,Flemingdon Park,FP,Flemingdon Park,2022,93145.0,1221,66808,9928.0
047,Don Valley Village,FV,Fairview,2022,295488.0,5675,447214,46018.0
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2022,42256.0,509,99785,3697.0
130,Milliken,GHP,Goldhawk Park,2022,41524.0,819,118150,6531.0
140,Guildwood,GW,Guildwood,2022,27047.0,430,63224,2700.0
016,Stonegate-Queensway,HB,Humber Bay,2022,23300.0,651,83126,2728.0
134,Highland Creek,HC,Highland Creek,2022,33550.0,811,87911,3568.0
048,Hillcrest Village,HIL,Hillcrest,2022,50693.0,771,181066,3144.0
087,High Park-Swansea,HP,High Park,2022,106896.0,1167,200102,9156.0
021,Humber Summit,HS,Humber Summit,2022,20197.0,481,33951,3551.0
