NBHDNo,NBHDName,BranchCode,BranchName,Year,Visits,Registrations,Circulation,Sessions
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2015,150800.0,1202,274077,64375.0
070,South Riverdale,JO,Jones,2015,75850.0,659,177360,25888.0
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2015,103250.0,1065,120388,48325.0
125,Ionview,KE,Kennedy/Eglinton,2015,110675.0,1391,188001,37925.0
019,Long Branch,LB,Long Branch,2015,53775.0,663,142842,25550.0
056,Leaside-Bennington,LE,Leaside,2015,147050.0,1135,365509,25913.0
103,Lawrence Park South,LO,Locke,2015,169263.0,1526,336679,42075.0
078,Kensington-Chinatown,LS,Lillian H. Smith,2015,317780.0,3219,392895,176522.0
062,East End-Danforth,MA,Main Street,2015,116263.0,894,256372,35975.0
146,Malvern East,MAL,Malvern,2015,362833.0,2219,404133,170307.0
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2015,205793.0,1790,248394,135937.0
126,Dorset Park,MCG,McGregor Park,2015,125177.0,1287,217638,42142.0
115,Mount Dennis,MD,Mount Dennis,2015,80588.0,728,111864,55913.0
160,Mimico-Queensway,MI,Mimico Centennial,2015,94488.0,846,185421,21475.0
099,Mount Pleasant East,MP,Mount Pleasant,2015,62863.0,546,152476,6138.0
119,Wexford-Maryvale,MRV,Maryvale,2015,167575.0,1181,224525,32938.0
136,West Hill,MS,Morningside,2015,91163.0,1005,183685,42363.0
100,Yonge-Eglinton,ND,Northern District,2015,306319.0,2466,453583,112235.0
001,West Humber-Clairville,NE,Northern Elms,2015,35163.0,354,83841,11325.0
018,New Toronto,NT,New Toronto,2015,73324.0,517,129918,22853.0
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2015,72713.0,509,132719,37863.0
069,Blake-Jones,PA,Pape/Danforth,2015,229683.0,1449,425823,75404.0
171,Junction-Wallace Emerson,PE,Perth/Dupont,2015,34938.0,245,91381,8113.0
085,South Parkdale,PK,Parkdale,2015,430586.0,1960,385299,127130.0
073,Moss Park,PL,Parliament Street,2015,245031.0,1564,240075,68269.0
095,Annex,PM,Palmerston,2015,93588.0,813,215454,18800.0
133,Centennial Scarborough,PU,Port Union,2015,107850.0,843,227324,16450.0
046,Pleasant View,PV,Pleasant View,2015,74638.0,482,211842,22488.0
070,South Riverdale,QS,Queen/Saulter,2015,58850.0,437,122194,11100.0
068,North Riverdale,RD,Riverdale,2015,198713.0,881,281348,73775.0
007,Willowridge-Martingrove-Richview,RI,Richview,2015,422923.0,2841,623078,113426.0
088,High Park North,RN,Runnymede,2015,473488.0,1833,462269,65663.0
004,Rexdale-Kipling,RX,Rexdale,2015,53825.0,400,82560,20063.0
078,Kensington-Chinatown,SA,Sanderson,2015,250775.0,1073,235400,67425.0
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2015,83038.0,2242,149189,27325.0
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2015,29788.0,284,58560,13925.0
074,North St. James Town,SJ,St. James Town,2015,177063.0,1427,258692,57375.0
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2015,103806.0,1278,192194,22051.0
095,Annex,SP,Spadina Road,2015,88788.0,737,180851,14813.0
116,Steeles,ST,Steeles,2015,161988.0,1052,267333,34800.0
087,High Park-Swansea,SW,Swansea Memorial,2015,17988.0,85,46684,2600.0
059,Danforth Village - East York,SWS,S. Walter Stewart,2015,244873.0,1239,415562,138960.0
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2015,41388.0,421,127191,18588.0
055,Thorncliffe Park,TH,Thorncliffe,2015,189550.0,1507,192845,79150.0
058,Old East York,TOD,Todmorden Room,2015,28400.0,170,59787,5438.0
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2015,1310779.0,11617,412943,901258.0
043,Victoria Village,VV,Victoria Village,2015,32275.0,465,106014,12950.0
113,Weston,WE,Weston,2015,89225.0,979,135560,46263.0
022,Humbermede,WP,Woodview Park,2015,41450.0,426,77281,21425.0
129,Agincourt North,WS,Woodside Square,2015,405225.0,2005,412778,106963.0
096,Casa Loma,WY,Wychwood,2015,116525.0,1032,235971,37263.0
095,Annex,YO,Yorkville,2015,157850.0,1012,319571,32313.0
025,Glenfield-Jane Heights,YW,York Woods,2015,220492.0,2452,246340,193860.0
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2016,208251.0,4474,300607,140606.0
120,Clairlea-Birchmount,ACD,Albert Campbell,2016,310244.0,1592,360510,149712.0
020,Alderwood,AD,Alderwood,2016,99865.0,526,164877,16338.0
118,Tam O'Shanter-Sullivan,AG,Agincourt,2016,313157.0,2318,712014,103406.0
039,Bedford Park-Nortown,AH,Armour Heights,2016,67355.0,567,193515,10988.0
090,Junction Area,AN,Annette Street,2016,114135.0,1058,223409,29238.0
030,Brookhaven-Amesbury,AP,Amesbury Park,2016,56483.0,796,106771,16563.0
150,Fenside-Parkwoods,BB,Brookbanks,2016,71442.0,770,166907,19713.0
154,Oakdale-Beverley Heights,BC,Black Creek,2016,107969.0,1082,103621,21763.0
157,Bendale South,BD,Bendale,2016,57910.0,686,141482,18088.0
063,The Beaches,BE,Beaches,2016,187288.0,1634,332412,45825.0
032,Englemount-Lawrence,BF,Barbara Frum,2016,234632.0,2022,546283,121863.0
083,Dufferin Grove,BL,Bloor/Gladstone,2016,364124.0,3076,410988,168193.0
015,Kingsway South,BR,Brentwood,2016,248601.0,1950,420952,84596.0
147,L'Amoreaux West,BRW,Bridlewood,2016,423004.0,1965,420243,40138.0
146,Malvern East,BUR,Burrows Hall,2016,92664.0,802,155738,24950.0
123,Cliffcrest,CC,Cliffcrest,2016,69148.0,789,164321,19413.0
035,Westminster-Branson,CE,Centennial,2016,124345.0,1614,276142,28213.0
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2016,363118.0,3861,485383,249984.0
170,Yonge-Bay Corridor,CH,City Hall,2016,198786.0,2655,337178,30938.0
037,Willowdale West,CL,North York Central Library,2016,1347718.0,12204,1322318,433079.0
080,Palmerston-Little Italy,CS,College/Shaw,2016,103681.0,1037,190775,21813.0
064,Woodbine Corridor,DA,Danforth/Coxwell,2016,173523.0,1078,302772,37150.0
042,Banbury-Don Mills,DM,Don Mills,2016,258252.0,2062,619014,88066.0
155,Downsview,DO,Downsview,2016,206115.0,1549,210675,113701.0
098,Rosedale-Moore Park,DP,Deer Park,2016,281764.0,1798,413421,59513.0
054,O'Connor-Parkview,DR,Dawes Road,2016,100748.0,1269,197789,46688.0
094,Wychwood,DT,Davenport,2016,35844.0,280,125999,6113.0
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2016,104307.0,834,145940,51225.0
158,Islington,EA,Eatonville,2016,239521.0,2849,508926,45770.0
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2016,47231.0,411,149823,7325.0
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2016,47549.0,548,79388,30325.0
052,Bayview Village,EN,Ethennonnhawahstihnen',2016,175117.0,1924,413869,23800.0
120,Clairlea-Birchmount,ES,Eglinton Square,2016,106859.0,719,127466,18675.0
102,Forest Hill North,FH,Forest Hill,2016,108116.0,866,200010,20350.0
165,Harbourfront-CityPlace,FO,Fort York,2016,179705.0,3485,222008,48088.0
044,Flemingdon Park,FP,Flemingdon Park,2016,176366.0,1065,140186,49910.0
047,Don Valley Village,FV,Fairview,2016,518674.0,5805,751914,224402.0
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2016,98279.0,634,187874,23825.0
130,Milliken,GHP,Goldhawk Park,2016,178752.0,818,249112,45802.0
140,Guildwood,GW,Guildwood,2016,59634.0,357,119074,12000.0
016,Stonegate-Queensway,HB,Humber Bay,2016,45753.0,691,174152,8825.0
134,Highland Creek,HC,Highland Creek,2016,63785.0,645,165053,19238.0
048,Hillcrest Village,HIL,Hillcrest,2016,119386.0,777,316962,29013.0
087,High Park-Swansea,HP,High Park,2016,204908.0,1275,332131,39725.0
021,Humber Summit,HS,Humber Summit,2016,58365.0,449,69845,21488.0
001,West Humber-Clairville,HW,Humberwood,2016,138709.0,611,71346,18000.0
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2016,158532.0,1211,278761,64400.0
070,South Riverdale,JO,Jones,2016,82480.0,793,181351,23288.0
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2016,94976.0,1042,104672,47725.0
125,Ionview,KE,Kennedy/Eglinton,2016,87203.0,1337,172424,36150.0
019,Long Branch,LB,Long Branch,2016,57181.0,763,143304,24788.0
056,Leaside-Bennington,LE,Leaside,2016,157136.0,1185,366723,24488.0
103,Lawrence Park South,LO,Locke,2016,188439.0,1503,339256,47125.0
078,Kensington-Chinatown,LS,Lillian H. Smith,2016,331193.0,3222,387051,165859.0
062,East End-Danforth,MA,Main Street,2016,113091.0,960,263340,35813.0
146,Malvern East,MAL,Malvern,2016,348081.0,2404,374677,167069.0
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2016,231078.0,1818,230554,142462.0
126,Dorset Park,MCG,McGregor Park,2016,134570.0,1259,196526,37741.0
115,Mount Dennis,MD,Mount Dennis,2016,84210.0,804,106395,55175.0
160,Mimico-Queensway,MI,Mimico Centennial,2016,99232.0,898,187470,23175.0
099,Mount Pleasant East,MP,Mount Pleasant,2016,66950.0,656,161406,6250.0
119,Wexford-Maryvale,MRV,Maryvale,2016,203955.0,1266,207891,34313.0
136,West Hill,MS,Morningside,2016,101804.0,1168,177218,41988.0
100,Yonge-Eglinton,ND,Northern District,2016,364658.0,3050,458418,117080.0
001,West Humber-Clairville,NE,Northern Elms,2016,33536.0,386,80537,11488.0
018,New Toronto,NT,New Toronto,2016,59758.0,624,131787,22585.0
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2016,85169.0,571,123968,37238.0
069,Blake-Jones,PA,Pape/Danforth,2016,236930.0,1723,419428,74158.0
171,Junction-Wallace Emerson,PE,Perth/Dupont,2016,46514.0,290,94035,7863.0
085,South Parkdale,PK,Parkdale,2016,352888.0,1909,382060,125610.0
073,Moss Park,PL,Parliament Street,2016,238566.0,1540,226487,69344.0
095,Annex,PM,Palmerston,2016,107896.0,833,218096,19938.0
133,Centennial Scarborough,PU,Port Union,2016,98121.0,737,222051,16613.0
046,Pleasant View,PV,Pleasant View,2016,78629.0,561,209857,22363.0
070,South Riverdale,QS,Queen/Saulter,2016,66399.0,498,121496,11850.0
068,North Riverdale,RD,Riverdale,2016,195261.0,976,265073,70700.0
007,Willowridge-Martingrove-Richview,RI,Richview,2016,296948.0,2872,635613,107685.0
088,High Park North,RN,Runnymede,2016,287359.0,1867,465511,63363.0
004,Rexdale-Kipling,RX,Rexdale,2016,51075.0,462,76880,19550.0
078,Kensington-Chinatown,SA,Sanderson,2016,234299.0,1169,212780,62700.0
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2016,175181.0,2173,179190,52375.0
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2016,30566.0,306,57530,13838.0
074,North St. James Town,SJ,St. James Town,2016,174275.0,1588,253579,56575.0
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2016,115189.0,1415,221478,23779.0
095,Annex,SP,Spadina Road,2016,86768.0,720,187784,13988.0
116,Steeles,ST,Steeles,2016,168942.0,1004,256926,34700.0
087,High Park-Swansea,SW,Swansea Memorial,2016,20580.0,92,43082,2125.0
059,Danforth Village - East York,SWS,S. Walter Stewart,2016,251375.0,1269,406483,114635.0
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2016,40691.0,401,115914,14738.0
055,Thorncliffe Park,TH,Thorncliffe,2016,215864.0,1627,178515,76875.0
058,Old East York,TOD,Todmorden Room,2016,25246.0,190,53254,4263.0
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2016,1462894.0,13403,420859,917498.0
043,Victoria Village,VV,Victoria Village,2016,42402.0,541,107811,12638.0
113,Weston,WE,Weston,2016,99950.0,1027,135040,41188.0
022,Humbermede,WP,Woodview Park,2016,54098.0,480,69884,24763.0
129,Agincourt North,WS,Woodside Square,2016,441229.0,2000,387621,101650.0
096,Casa Loma,WY,Wychwood,2016,143043.0,1164,242999,36875.0
095,Annex,YO,Yorkville,2016,148942.0,1003,302099,29425.0
025,Glenfield-Jane Heights,YW,York Woods,2016,209768.0,2379,222393,172467.0
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2017,260950.0,6889,309631,137999.0
120,Clairlea-Birchmount,ACD,Albert Campbell,2017,356374.0,1625,338066,150308.0
020,Alderwood,AD,Alderwood,2017,97083.0,545,158583,15213.0
118,Tam O'Shanter-Sullivan,AG,Agincourt,2017,326233.0,2538,621226,134675.0
039,Bedford Park-Nortown,AH,Armour Heights,2017,73163.0,645,202628,11225.0
090,Junction Area,AN,Annette Street,2017,126645.0,1234,250427,37370.0
030,Brookhaven-Amesbury,AP,Amesbury Park,2017,25865.0,485,55198,7439.0
150,Fenside-Parkwoods,BB,Brookbanks,2017,73732.0,792,161391,16113.0
154,Oakdale-Beverley Heights,BC,Black Creek,2017,102627.0,1210,97368,19913.0
157,Bendale South,BD,Bendale,2017,50632.0,709,123592,18675.0
063,The Beaches,BE,Beaches,2017,213974.0,1533,314024,40875.0
032,Englemount-Lawrence,BF,Barbara Frum,2017,248990.0,2256,527513,132868.0
083,Dufferin Grove,BL,Bloor/Gladstone,2017,360508.0,3267,388365,171813.0
015,Kingsway South,BR,Brentwood,2017,267983.0,2237,433080,86113.0
147,L'Amoreaux West,BRW,Bridlewood,2017,429296.0,2045,385501,43341.0
146,Malvern East,BUR,Burrows Hall,2017,84899.0,735,141431,20938.0
123,Cliffcrest,CC,Cliffcrest,2017,65757.0,725,142382,16188.0
035,Westminster-Branson,CE,Centennial,2017,177412.0,2092,307111,35950.0
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2017,384227.0,3831,430830,197151.0
170,Yonge-Bay Corridor,CH,City Hall,2017,195475.0,2504,299464,33700.0
037,Willowdale West,CL,North York Central Library,2017,342972.0,4960,597896,0.0
080,Palmerston-Little Italy,CS,College/Shaw,2017,103458.0,1115,189415,20363.0
064,Woodbine Corridor,DA,Danforth/Coxwell,2017,175012.0,1174,277410,36600.0
042,Banbury-Don Mills,DM,Don Mills,2017,257738.0,1909,565703,90243.0
155,Downsview,DO,Downsview,2017,230231.0,1927,201514,99707.0
098,Rosedale-Moore Park,DP,Deer Park,2017,281482.0,1850,395781,54350.0
054,O'Connor-Parkview,DR,Dawes Road,2017,96392.0,1334,186973,45450.0
094,Wychwood,DT,Davenport,2017,34954.0,316,119636,6100.0
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2017,103822.0,808,149156,49488.0
158,Islington,EA,Eatonville,2017,238477.0,2754,501624,43683.0
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2017,48985.0,410,128037,7175.0
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2017,48477.0,573,67336,25888.0
052,Bayview Village,EN,Ethennonnhawahstihnen',2017,226109.0,2628,455110,29604.0
120,Clairlea-Birchmount,ES,Eglinton Square,2017,131313.0,1366,123786,24088.0
102,Forest Hill North,FH,Forest Hill,2017,117222.0,951,189387,21500.0
165,Harbourfront-CityPlace,FO,Fort York,2017,169371.0,3661,221413,47162.0
044,Flemingdon Park,FP,Flemingdon Park,2017,156265.0,991,114744,39266.0
047,Don Valley Village,FV,Fairview,2017,566666.0,6056,728426,215656.0
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2017,104259.0,735,177571,24038.0
130,Milliken,GHP,Goldhawk Park,2017,175028.0,856,226852,39670.0
140,Guildwood,GW,Guildwood,2017,62890.0,348,114626,11088.0
016,Stonegate-Queensway,HB,Humber Bay,2017,46188.0,655,167341,8038.0
134,Highland Creek,HC,Highland Creek,2017,60785.0,757,155735,19175.0
048,Hillcrest Village,HIL,Hillcrest,2017,116053.0,938,309418,27575.0
087,High Park-Swansea,HP,High Park,2017,203854.0,1285,317578,41913.0
021,Humber Summit,HS,Humber Summit,2017,24575.0,289,36120,7225.0
001,West Humber-Clairville,HW,Humberwood,2017,120153.0,565,62989,16050.0
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2017,163511.0,1359,295469,63875.0
070,South Riverdale,JO,Jones,2017,81100.0,674,167736,21488.0
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2017,87221.0,1121,85026,39475.0
125,Ionview,KE,Kennedy/Eglinton,2017,92895.0,1547,155073,39175.0
019,Long Branch,LB,Long Branch,2017,50700.0,579,128538,19427.0
056,Leaside-Bennington,LE,Leaside,2017,157550.0,1274,348572,25313.0
103,Lawrence Park South,LO,Locke,2017,215365.0,1849,352148,46140.0
078,Kensington-Chinatown,LS,Lillian H. Smith,2017,319555.0,3198,352547,111803.0
062,East End-Danforth,MA,Main Street,2017,120433.0,999,248530,32700.0
146,Malvern East,MAL,Malvern,2017,331665.0,2516,334069,158550.0
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2017,234462.0,1599,211188,121564.0
126,Dorset Park,MCG,McGregor Park,2017,127230.0,1368,176865,36807.0
115,Mount Dennis,MD,Mount Dennis,2017,88386.0,821,108609,53466.0
160,Mimico-Queensway,MI,Mimico Centennial,2017,92721.0,954,178966,24663.0
099,Mount Pleasant East,MP,Mount Pleasant,2017,59793.0,589,155354,5738.0
119,Wexford-Maryvale,MRV,Maryvale,2017,157983.0,1158,187741,33900.0
136,West Hill,MS,Morningside,2017,100674.0,1059,161130,39488.0
100,Yonge-Eglinton,ND,Northern District,2017,391543.0,3384,456927,120673.0
001,West Humber-Clairville,NE,Northern Elms,2017,34143.0,457,76862,10788.0
018,New Toronto,NT,New Toronto,2017,59211.0,597,125383,23478.0
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2017,94240.0,613,117577,33188.0
069,Blake-Jones,PA,Pape/Danforth,2017,233308.0,1645,386965,59407.0
171,Junction-Wallace Emerson,PE,Perth/Dupont,2017,53451.0,376,92619,8425.0
085,South Parkdale,PK,Parkdale,2017,337974.0,2129,357701,122844.0
073,Moss Park,PL,Parliament Street,2017,227666.0,1680,203705,66423.0
095,Annex,PM,Palmerston,2017,112115.0,816,194152,23100.0
133,Centennial Scarborough,PU,Port Union,2017,86237.0,849,203226,12475.0
046,Pleasant View,PV,Pleasant View,2017,79549.0,569,190453,17593.0
070,South Riverdale,QS,Queen/Saulter,2017,71094.0,566,113269,10863.0
068,North Riverdale,RD,Riverdale,2017,194268.0,914,238778,71813.0
007,Willowridge-Martingrove-Richview,RI,Richview,2017,252083.0,2833,539487,82853.0
088,High Park North,RN,Runnymede,2017,151817.0,1296,281048,38557.0
004,Rexdale-Kipling,RX,Rexdale,2017,50646.0,427,79110,17963.0
078,Kensington-Chinatown,SA,Sanderson,2017,228745.0,1247,193422,66513.0
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2017,193914.0,2449,179314,63474.0
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2017,24915.0,287,50583,9487.0
074,North St. James Town,SJ,St. James Town,2017,169242.0,1659,223251,58200.0
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2017,118778.0,1769,215415,23888.0
095,Annex,SP,Spadina Road,2017,85114.0,743,176028,13775.0
116,Steeles,ST,Steeles,2017,156659.0,897,238620,31163.0
087,High Park-Swansea,SW,Swansea Memorial,2017,38627.0,203,68141,5525.0
059,Danforth Village - East York,SWS,S. Walter Stewart,2017,262097.0,1339,407819,119109.0
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2017,35466.0,343,94731,13329.0
055,Thorncliffe Park,TH,Thorncliffe,2017,197227.0,1599,168175,71175.0
058,Old East York,TOD,Todmorden Room,2017,28939.0,209,51952,4375.0
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2017,1604864.0,13511,404937,867212.0
043,Victoria Village,VV,Victoria Village,2017,43446.0,471,99426,12050.0
113,Weston,WE,Weston,2017,92943.0,1067,128443,37813.0
022,Humbermede,WP,Woodview Park,2017,58297.0,506,67938,23938.0
129,Agincourt North,WS,Woodside Square,2017,402862.0,2046,340490,97263.0
096,Casa Loma,WY,Wychwood,2017,133540.0,1101,232975,36463.0
095,Annex,YO,Yorkville,2017,152520.0,1215,286724,29238.0
025,Glenfield-Jane Heights,YW,York Woods,2017,200531.0,2952,199765,157821.0
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2018,327977.0,7788,328536,111939.0
120,Clairlea-Birchmount,ACD,Albert Campbell,2018,340522.0,1789,303855,82784.0
020,Alderwood,AD,Alderwood,2018,100886.0,733,155864,12162.0
118,Tam O'Shanter-Sullivan,AG,Agincourt,2018,368837.0,3658,623148,112149.0
039,Bedford Park-Nortown,AH,Armour Heights,2018,73829.0,859,214013,9753.0
090,Junction Area,AN,Annette Street,2018,102239.0,1349,201476,21239.0
030,Brookhaven-Amesbury,AP,Amesbury Park,2018,51242.0,1045,85101,13010.0
150,Fenside-Parkwoods,BB,Brookbanks,2018,73308.0,1233,156836,16333.0
154,Oakdale-Beverley Heights,BC,Black Creek,2018,98278.0,1688,86179,24989.0
157,Bendale South,BD,Bendale,2018,51489.0,1055,122497,14323.0
063,The Beaches,BE,Beaches,2018,207052.0,1810,289818,31292.0
032,Englemount-Lawrence,BF,Barbara Frum,2018,246900.0,2884,503402,76409.0
083,Dufferin Grove,BL,Bloor/Gladstone,2018,369395.0,3787,369252,128177.0
015,Kingsway South,BR,Brentwood,2018,257933.0,2483,418716,57702.0
147,L'Amoreaux West,BRW,Bridlewood,2018,434621.0,2908,419149,51202.0
146,Malvern East,BUR,Burrows Hall,2018,81913.0,1056,123742,16232.0
123,Cliffcrest,CC,Cliffcrest,2018,65876.0,963,137460,14475.0
035,Westminster-Branson,CE,Centennial,2018,157112.0,2296,297665,26974.0
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2018,355089.0,4913,394326,133544.0
170,Yonge-Bay Corridor,CH,City Hall,2018,197005.0,3182,273173,50205.0
037,Willowdale West,CL,North York Central Library,2018,830485.0,12469,764881,121507.0
080,Palmerston-Little Italy,CS,College/Shaw,2018,101932.0,1203,182356,21914.0
064,Woodbine Corridor,DA,Danforth/Coxwell,2018,169976.0,1314,269855,40326.0
042,Banbury-Don Mills,DM,Don Mills,2018,253090.0,2310,545675,61911.0
155,Downsview,DO,Downsview,2018,231580.0,2468,185960,72517.0
098,Rosedale-Moore Park,DP,Deer Park,2018,289666.0,2462,401466,65983.0
054,O'Connor-Parkview,DR,Dawes Road,2018,89637.0,1381,162061,30300.0
094,Wychwood,DT,Davenport,2018,37506.0,452,131944,4008.0
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2018,111761.0,1420,169416,42709.0
158,Islington,EA,Eatonville,2018,232419.0,3085,463951,41801.0
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2018,45807.0,476,125978,5700.0
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2018,46693.0,605,62447,13481.0
052,Bayview Village,EN,Ethennonnhawahstihnen',2018,202545.0,2812,429168,26289.0
120,Clairlea-Birchmount,ES,Eglinton Square,2018,251189.0,2646,204647,55733.0
102,Forest Hill North,FH,Forest Hill,2018,113245.0,1093,181125,14583.0
165,Harbourfront-CityPlace,FO,Fort York,2018,190668.0,4097,227453,37264.0
044,Flemingdon Park,FP,Flemingdon Park,2018,139776.0,1132,103736,29894.0
047,Don Valley Village,FV,Fairview,2018,546827.0,8251,683924,130320.0
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2018,99576.0,774,171810,16717.0
130,Milliken,GHP,Goldhawk Park,2018,164412.0,942,202870,30554.0
140,Guildwood,GW,Guildwood,2018,57017.0,477,97265,9772.0
016,Stonegate-Queensway,HB,Humber Bay,2018,44973.0,783,156811,6015.0
134,Highland Creek,HC,Highland Creek,2018,57664.0,1016,145360,16657.0
048,Hillcrest Village,HIL,Hillcrest,2018,116494.0,1057,298415,16987.0
087,High Park-Swansea,HP,High Park,2018,200533.0,1525,302244,32396.0
021,Humber Summit,HS,Humber Summit,2018,35770.0,790,53901,10281.0
001,West Humber-Clairville,HW,Humberwood,2018,101360.0,680,55565,10942.0
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2018,154666.0,1672,269642,43864.0
070,South Riverdale,JO,Jones,2018,78623.0,907,160471,18622.0
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2018,83508.0,1270,81754,23749.0
125,Ionview,KE,Kennedy/Eglinton,2018,81014.0,1492,130416,29139.0
019,Long Branch,LB,Long Branch,2018,53829.0,908,130359,14458.0
056,Leaside-Bennington,LE,Leaside,2018,162265.0,1511,344926,20752.0
103,Lawrence Park South,LO,Locke,2018,206804.0,2111,349360,40048.0
078,Kensington-Chinatown,LS,Lillian H. Smith,2018,327094.0,3555,322224,108743.0
062,East End-Danforth,MA,Main Street,2018,122506.0,1195,242978,26001.0
146,Malvern East,MAL,Malvern,2018,294944.0,3394,312335,83951.0
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2018,216570.0,1873,201845,81688.0
126,Dorset Park,MCG,McGregor Park,2018,122591.0,1542,158704,30641.0
115,Mount Dennis,MD,Mount Dennis,2018,80819.0,912,104754,36451.0
160,Mimico-Queensway,MI,Mimico Centennial,2018,91352.0,1056,172926,15725.0
099,Mount Pleasant East,MP,Mount Pleasant,2018,62333.0,837,153772,6809.0
119,Wexford-Maryvale,MRV,Maryvale,2018,137412.0,1538,162654,34992.0
136,West Hill,MS,Morningside,2018,102939.0,1573,152677,30116.0
100,Yonge-Eglinton,ND,Northern District,2018,373362.0,4164,432317,104897.0
001,West Humber-Clairville,NE,Northern Elms,2018,33315.0,512,66929,13858.0
018,New Toronto,NT,New Toronto,2018,55870.0,633,128546,15193.0
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2018,98891.0,734,133088,21743.0
069,Blake-Jones,PA,Pape/Danforth,2018,230567.0,2249,374726,60571.0
171,Junction-Wallace Emerson,PE,Perth/Dupont,2018,55219.0,574,94768,5775.0
085,South Parkdale,PK,Parkdale,2018,333245.0,2802,324230,103625.0
073,Moss Park,PL,Parliament Street,2018,225922.0,2071,191193,62072.0
095,Annex,PM,Palmerston,2018,103023.0,1020,189682,23629.0
133,Centennial Scarborough,PU,Port Union,2018,84874.0,1144,202041,10086.0
046,Pleasant View,PV,Pleasant View,2018,66616.0,666,157096,13400.0
070,South Riverdale,QS,Queen/Saulter,2018,68578.0,612,111106,13869.0
068,North Riverdale,RD,Riverdale,2018,180916.0,1322,223472,45729.0
007,Willowridge-Martingrove-Richview,RI,Richview,2018,275100.0,3638,540718,71177.0
088,High Park North,RN,Runnymede,2018,284820.0,2512,421173,68987.0
004,Rexdale-Kipling,RX,Rexdale,2018,40274.0,466,66414,11519.0
078,Kensington-Chinatown,SA,Sanderson,2018,223279.0,2048,178416,52512.0
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2018,191703.0,2686,172722,45256.0
074,North St. James Town,SJ,St. James Town,2018,157596.0,2137,221964,51621.0
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2018,117556.0,2140,216375,24264.0
095,Annex,SP,Spadina Road,2018,85974.0,925,173509,15469.0
116,Steeles,ST,Steeles,2018,55838.0,898,114108,14624.0
087,High Park-Swansea,SW,Swansea Memorial,2018,20826.0,124,40102,1443.0
059,Danforth Village - East York,SWS,S. Walter Stewart,2018,259975.0,1760,399144,64722.0
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2018,34784.0,497,104908,8594.0
055,Thorncliffe Park,TH,Thorncliffe,2018,194581.0,1753,152062,50333.0
058,Old East York,TOD,Todmorden Room,2018,28888.0,204,47739,3450.0
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2018,1594315.0,14975,394068,428446.0
