NBHDNo,NBHDName,POPULATION_2023,Year,Type_of_Crime,Rate_of_Crime
174,South Eglinton-Davisville,21987,2014,ASSAULT,344.9786377
174,South Eglinton-Davisville,21987,2015,ASSAULT,332.1354675
174,South Eglinton-Davisville,21987,2016,ASSAULT,377.8269653
174,South Eglinton-Davisville,21987,2017,ASSAULT,429.4542847
174,South Eglinton-Davisville,21987,2018,ASSAULT,431.5816345
174,South Eglinton-Davisville,21987,2019,ASSAULT,345.8668823
174,South Eglinton-Davisville,21987,2020,ASSAULT,396.8446045
174,South Eglinton-Davisville,21987,2021,ASSAULT,577.4553833
174,South Eglinton-Davisville,21987,2022,ASSAULT,597.6281738
174,South Eglinton-Davisville,21987,2023,ASSAULT,459.3623657
174,South Eglinton-Davisville,21987,2014,AUTOTHEFT,27.3792572
174,South Eglinton-Davisville,21987,2015,AUTOTHEFT,21.77937508
174,South Eglinton-Davisville,21987,2016,AUTOTHEFT,16.19258308
174,South Eglinton-Davisville,21987,2017,AUTOTHEFT,41.89797974
174,South Eglinton-Davisville,21987,2018,AUTOTHEFT,76.16146088
174,South Eglinton-Davisville,21987,2019,AUTOTHEFT,39.52764511
174,South Eglinton-Davisville,21987,2020,AUTOTHEFT,72.59352112
174,South Eglinton-Davisville,21987,2021,AUTOTHEFT,71.58538055
174,South Eglinton-Davisville,21987,2022,AUTOTHEFT,46.68970108
174,South Eglinton-Davisville,21987,2023,AUTOTHEFT,95.51098633
174,South Eglinton-Davisville,21987,2014,BIKETHEFT,93.08947754
174,South Eglinton-Davisville,21987,2015,BIKETHEFT,103.452034
174,South Eglinton-Davisville,21987,2016,BIKETHEFT,145.7332611
174,South Eglinton-Davisville,21987,2017,BIKETHEFT,178.0664063
174,South Eglinton-Davisville,21987,2018,BIKETHEFT,152.3229218
174,South Eglinton-Davisville,21987,2019,BIKETHEFT,207.5201416
174,South Eglinton-Davisville,21987,2020,BIKETHEFT,454.9194336
174,South Eglinton-Davisville,21987,2021,BIKETHEFT,162.2601929
174,South Eglinton-Davisville,21987,2022,BIKETHEFT,81.86655751
174,South Eglinton-Davisville,21987,2023,BIKETHEFT,168.28125
174,South Eglinton-Davisville,21987,2014,BREAKENTER,147.8479919
174,South Eglinton-Davisville,21987,2015,BREAKENTER,174.2350006
174,South Eglinton-Davisville,21987,2016,BREAKENTER,134.9382019
174,South Eglinton-Davisville,21987,2017,BREAKENTER,193.7781525
174,South Eglinton-Davisville,21987,2018,BREAKENTER,243.7166748
174,South Eglinton-Davisville,21987,2019,BREAKENTER,410.0993042
174,South Eglinton-Davisville,21987,2020,BREAKENTER,338.7697754
174,South Eglinton-Davisville,21987,2021,BREAKENTER,209.9837799
174,South Eglinton-Davisville,21987,2022,BREAKENTER,121.393219
174,South Eglinton-Davisville,21987,2023,BREAKENTER,195.5701141
174,South Eglinton-Davisville,21987,2014,HOMICIDE,0.0
174,South Eglinton-Davisville,21987,2015,HOMICIDE,0.0
174,South Eglinton-Davisville,21987,2016,HOMICIDE,5.397527695
174,South Eglinton-Davisville,21987,2017,HOMICIDE,0.0
174,South Eglinton-Davisville,21987,2018,HOMICIDE,0.0
174,South Eglinton-Davisville,21987,2019,HOMICIDE,4.940955639
174,South Eglinton-Davisville,21987,2020,HOMICIDE,4.839568138
174,South Eglinton-Davisville,21987,2021,HOMICIDE,4.772358418
174,South Eglinton-Davisville,21987,2022,HOMICIDE,0.0
174,South Eglinton-Davisville,21987,2023,HOMICIDE,0.0
174,South Eglinton-Davisville,21987,2014,ROBBERY,65.71022034
174,South Eglinton-Davisville,21987,2015,ROBBERY,54.44843674
174,South Eglinton-Davisville,21987,2016,ROBBERY,48.57775116
174,South Eglinton-Davisville,21987,2017,ROBBERY,36.66073227
174,South Eglinton-Davisville,21987,2018,ROBBERY,86.31632233
174,South Eglinton-Davisville,21987,2019,ROBBERY,24.70477867
174,South Eglinton-Davisville,21987,2020,ROBBERY,77.43309021
174,South Eglinton-Davisville,21987,2021,ROBBERY,52.49594498
174,South Eglinton-Davisville,21987,2022,ROBBERY,74.70352173
174,South Eglinton-Davisville,21987,2023,ROBBERY,13.64442635
174,South Eglinton-Davisville,21987,2014,SHOOTING,5.475851536
174,South Eglinton-Davisville,21987,2015,SHOOTING,0.0
174,South Eglinton-Davisville,21987,2016,SHOOTING,5.397527695
174,South Eglinton-Davisville,21987,2017,SHOOTING,0.0
174,South Eglinton-Davisville,21987,2018,SHOOTING,5.077430725
174,South Eglinton-Davisville,21987,2019,SHOOTING,4.940955639
174,South Eglinton-Davisville,21987,2020,SHOOTING,4.839568138
174,South Eglinton-Davisville,21987,2021,SHOOTING,0.0
174,South Eglinton-Davisville,21987,2022,SHOOTING,4.668970108
174,South Eglinton-Davisville,21987,2023,SHOOTING,0.0
174,South Eglinton-Davisville,21987,2014,THEFTFROMMV,98.56533051
174,South Eglinton-Davisville,21987,2015,THEFTFROMMV,103.452034
174,South Eglinton-Davisville,21987,2016,THEFTFROMMV,70.16786194
174,South Eglinton-Davisville,21987,2017,THEFTFROMMV,89.03320313
174,South Eglinton-Davisville,21987,2018,THEFTFROMMV,96.47118378
174,South Eglinton-Davisville,21987,2019,THEFTFROMMV,118.5829315
174,South Eglinton-Davisville,21987,2020,THEFTFROMMV,208.1014404
174,South Eglinton-Davisville,21987,2021,THEFTFROMMV,104.99189
174,South Eglinton-Davisville,21987,2022,THEFTFROMMV,195.5701096
174,South Eglinton-Davisville,21987,2023,THEFTFROMMV,181.9256897
174,South Eglinton-Davisville,21987,2014,THEFTOVER,21.90340614
174,South Eglinton-Davisville,21987,2015,THEFTOVER,16.33453178
174,South Eglinton-Davisville,21987,2016,THEFTOVER,21.59011078
174,South Eglinton-Davisville,21987,2017,THEFTOVER,5.237247467
174,South Eglinton-Davisville,21987,2018,THEFTOVER,15.23229218
174,South Eglinton-Davisville,21987,2019,THEFTOVER,14.82286644
174,South Eglinton-Davisville,21987,2020,THEFTOVER,24.19784164
174,South Eglinton-Davisville,21987,2021,THEFTOVER,28.63415146
174,South Eglinton-Davisville,21987,2022,THEFTOVER,14.00691032
174,South Eglinton-Davisville,21987,2023,THEFTOVER,36.38513565
173,North Toronto,15077,2014,ASSAULT,386.963623
173,North Toronto,15077,2015,ASSAULT,449.127655
173,North Toronto,15077,2016,ASSAULT,372.0688782
173,North Toronto,15077,2017,ASSAULT,429.0075073
173,North Toronto,15077,2018,ASSAULT,433.5487976
173,North Toronto,15077,2019,ASSAULT,582.0105591
173,North Toronto,15077,2020,ASSAULT,525.9697266
173,North Toronto,15077,2021,ASSAULT,740.5825195
173,North Toronto,15077,2022,ASSAULT,893.8393555
173,North Toronto,15077,2023,ASSAULT,696.4249878
173,North Toronto,15077,2014,AUTOTHEFT,34.39676666
173,North Toronto,15077,2015,AUTOTHEFT,8.637070656
173,North Toronto,15077,2016,AUTOTHEFT,17.30552864
173,North Toronto,15077,2017,AUTOTHEFT,16.50028801
173,North Toronto,15077,2018,AUTOTHEFT,31.53082085
173,North Toronto,15077,2019,AUTOTHEFT,30.23431587
173,North Toronto,15077,2020,AUTOTHEFT,80.35649109
173,North Toronto,15077,2021,AUTOTHEFT,99.69379425
173,North Toronto,15077,2022,AUTOTHEFT,68.75687408
173,North Toronto,15077,2023,AUTOTHEFT,119.387146
173,North Toronto,15077,2014,BIKETHEFT,42.99596024
173,North Toronto,15077,2015,BIKETHEFT,112.2819138
173,North Toronto,15077,2016,BIKETHEFT,77.87487793
173,North Toronto,15077,2017,BIKETHEFT,107.2518768
173,North Toronto,15077,2018,BIKETHEFT,134.0059967
173,North Toronto,15077,2019,BIKETHEFT,166.2887421
173,North Toronto,15077,2020,BIKETHEFT,365.2567749
173,North Toronto,15077,2021,BIKETHEFT,156.6616821
173,North Toronto,15077,2022,BIKETHEFT,66.32619221
173,North Toronto,15077,2023,BIKETHEFT,145.9176178
173,North Toronto,15077,2014,BREAKENTER,214.9797974
173,North Toronto,15077,2015,BREAKENTER,380.0310974
173,North Toronto,15077,2016,BREAKENTER,129.7914734
173,North Toronto,15077,2017,BREAKENTER,198.0034637
173,North Toronto,15077,2018,BREAKENTER,331.0736389
173,North Toronto,15077,2019,BREAKENTER,272.1088562
173,North Toronto,15077,2020,BREAKENTER,642.8519287
173,North Toronto,15077,2021,BREAKENTER,348.9282837
173,North Toronto,15077,2022,BREAKENTER,316.2816162
173,North Toronto,15077,2023,BREAKENTER,205.6111908
173,North Toronto,15077,2014,HOMICIDE,0.0
173,North Toronto,15077,2015,HOMICIDE,0.0
173,North Toronto,15077,2016,HOMICIDE,0.0
173,North Toronto,15077,2017,HOMICIDE,0.0
173,North Toronto,15077,2018,HOMICIDE,0.0
173,North Toronto,15077,2019,HOMICIDE,7.558578968
173,North Toronto,15077,2020,HOMICIDE,7.305135727
173,North Toronto,15077,2021,HOMICIDE,0.0
173,North Toronto,15077,2022,HOMICIDE,0.0
173,North Toronto,15077,2023,HOMICIDE,0.0
173,North Toronto,15077,2014,ROBBERY,42.99596024
173,North Toronto,15077,2015,ROBBERY,86.37070465
173,North Toronto,15077,2016,ROBBERY,60.5693512
173,North Toronto,15077,2017,ROBBERY,49.50086594
173,North Toronto,15077,2018,ROBBERY,70.9443512
173,North Toronto,15077,2019,ROBBERY,143.6130066
173,North Toronto,15077,2020,ROBBERY,21.91540718
173,North Toronto,15077,2021,ROBBERY,71.20985413
173,North Toronto,15077,2022,ROBBERY,75.63256073
173,North Toronto,15077,2023,ROBBERY,92.85666656
173,North Toronto,15077,2014,SHOOTING,0.0
173,North Toronto,15077,2015,SHOOTING,0.0
173,North Toronto,15077,2016,SHOOTING,0.0
173,North Toronto,15077,2017,SHOOTING,0.0
173,North Toronto,15077,2018,SHOOTING,0.0
173,North Toronto,15077,2019,SHOOTING,0.0
173,North Toronto,15077,2020,SHOOTING,0.0
173,North Toronto,15077,2021,SHOOTING,7.120985508
173,North Toronto,15077,2022,SHOOTING,6.875687599
173,North Toronto,15077,2023,SHOOTING,0.0
173,North Toronto,15077,2014,THEFTFROMMV,154.7854462
173,North Toronto,15077,2015,THEFTFROMMV,51.82242203
173,North Toronto,15077,2016,THEFTFROMMV,112.485939
173,North Toronto,15077,2017,THEFTFROMMV,107.2518768
173,North Toronto,15077,2018,THEFTFROMMV,55.178936
173,North Toronto,15077,2019,THEFTFROMMV,136.0544281
173,North Toronto,15077,2020,THEFTFROMMV,175.3232574
173,North Toronto,15077,2021,THEFTFROMMV,121.0567551
173,North Toronto,15077,2022,THEFTFROMMV,152.5502421
173,North Toronto,15077,2023,THEFTFROMMV,271.9373779
173,North Toronto,15077,2014,THEFTOVER,17.19838333
173,North Toronto,15077,2015,THEFTOVER,25.91121101
173,North Toronto,15077,2016,THEFTOVER,17.30552864
173,North Toronto,15077,2017,THEFTOVER,16.50028801
173,North Toronto,15077,2018,THEFTOVER,39.41352844
173,North Toronto,15077,2019,THEFTOVER,30.23431587
173,North Toronto,15077,2020,THEFTOVER,43.83081436
173,North Toronto,15077,2021,THEFTOVER,14.24197102
173,North Toronto,15077,2022,THEFTOVER,27.5027504
173,North Toronto,15077,2023,THEFTOVER,46.42833328
172,Dovercourt Village,13837,2014,ASSAULT,412.0070496
172,Dovercourt Village,13837,2015,ASSAULT,422.159668
172,Dovercourt Village,13837,2016,ASSAULT,587.447937
172,Dovercourt Village,13837,2017,ASSAULT,693.9317627
172,Dovercourt Village,13837,2018,ASSAULT,684.9315186
172,Dovercourt Village,13837,2019,ASSAULT,694.3439941
172,Dovercourt Village,13837,2020,ASSAULT,542.7310181
172,Dovercourt Village,13837,2021,ASSAULT,734.3318481
172,Dovercourt Village,13837,2022,ASSAULT,688.9549561
172,Dovercourt Village,13837,2023,ASSAULT,751.6080322
172,Dovercourt Village,13837,2014,AUTOTHEFT,58.85815048
172,Dovercourt Village,13837,2015,AUTOTHEFT,74.06310272
172,Dovercourt Village,13837,2016,AUTOTHEFT,133.8488922
172,Dovercourt Village,13837,2017,AUTOTHEFT,81.20478058
172,Dovercourt Village,13837,2018,AUTOTHEFT,80.15155792
172,Dovercourt Village,13837,2019,AUTOTHEFT,86.79299927
172,Dovercourt Village,13837,2020,AUTOTHEFT,130.2554474
172,Dovercourt Village,13837,2021,AUTOTHEFT,58.16489792
172,Dovercourt Village,13837,2022,AUTOTHEFT,181.3039398
172,Dovercourt Village,13837,2023,AUTOTHEFT,202.3560028
172,Dovercourt Village,13837,2014,BIKETHEFT,191.2889862
172,Dovercourt Village,13837,2015,BIKETHEFT,251.8145447
172,Dovercourt Village,13837,2016,BIKETHEFT,386.6745911
172,Dovercourt Village,13837,2017,BIKETHEFT,332.2013855
172,Dovercourt Village,13837,2018,BIKETHEFT,218.5951691
172,Dovercourt Village,13837,2019,BIKETHEFT,188.0514984
172,Dovercourt Village,13837,2020,BIKETHEFT,202.6195831
172,Dovercourt Village,13837,2021,BIKETHEFT,189.0359192
172,Dovercourt Village,13837,2022,BIKETHEFT,144.5400014
172,Dovercourt Village,13837,2023,BIKETHEFT,274.6260071
172,Dovercourt Village,13837,2014,BREAKENTER,279.5762329
172,Dovercourt Village,13837,2015,BREAKENTER,155.5325165
172,Dovercourt Village,13837,2016,BREAKENTER,275.1338501
172,Dovercourt Village,13837,2017,BREAKENTER,287.9078674
172,Dovercourt Village,13837,2018,BREAKENTER,364.3252563
172,Dovercourt Village,13837,2019,BREAKENTER,600.3182373
172,Dovercourt Village,13837,2020,BREAKENTER,340.1114502
172,Dovercourt Village,13837,2021,BREAKENTER,138.1416321
172,Dovercourt Village,13837,2022,BREAKENTER,239.3211975
172,Dovercourt Village,13837,2023,BREAKENTER,332.4420166
172,Dovercourt Village,13837,2014,HOMICIDE,7.35726881
172,Dovercourt Village,13837,2015,HOMICIDE,0.0
172,Dovercourt Village,13837,2016,HOMICIDE,0.0
172,Dovercourt Village,13837,2017,HOMICIDE,7.38225317
172,Dovercourt Village,13837,2018,HOMICIDE,0.0
172,Dovercourt Village,13837,2019,HOMICIDE,14.46549988
172,Dovercourt Village,13837,2020,HOMICIDE,7.236413479
172,Dovercourt Village,13837,2021,HOMICIDE,0.0
172,Dovercourt Village,13837,2022,HOMICIDE,0.0
172,Dovercourt Village,13837,2023,HOMICIDE,0.0
172,Dovercourt Village,13837,2014,ROBBERY,176.5744629
172,Dovercourt Village,13837,2015,ROBBERY,140.7198944
172,Dovercourt Village,13837,2016,ROBBERY,96.66864777
172,Dovercourt Village,13837,2017,ROBBERY,280.5256042
172,Dovercourt Village,13837,2018,ROBBERY,225.8816681
172,Dovercourt Village,13837,2019,ROBBERY,101.2584991
172,Dovercourt Village,13837,2020,ROBBERY,108.5462036
172,Dovercourt Village,13837,2021,ROBBERY,159.9534607
172,Dovercourt Village,13837,2022,ROBBERY,72.52157593
172,Dovercourt Village,13837,2023,ROBBERY,151.7669983
172,Dovercourt Village,13837,2014,SHOOTING,0.0
172,Dovercourt Village,13837,2015,SHOOTING,0.0
172,Dovercourt Village,13837,2016,SHOOTING,14.87209988
172,Dovercourt Village,13837,2017,SHOOTING,0.0
172,Dovercourt Village,13837,2018,SHOOTING,0.0
172,Dovercourt Village,13837,2019,SHOOTING,0.0
172,Dovercourt Village,13837,2020,SHOOTING,0.0
172,Dovercourt Village,13837,2021,SHOOTING,14.54122448
172,Dovercourt Village,13837,2022,SHOOTING,0.0
172,Dovercourt Village,13837,2023,SHOOTING,7.227000237
172,Dovercourt Village,13837,2014,THEFTFROMMV,294.2907715
172,Dovercourt Village,13837,2015,THEFTFROMMV,251.8145447
172,Dovercourt Village,13837,2016,THEFTFROMMV,364.3664551
172,Dovercourt Village,13837,2017,THEFTFROMMV,310.0546265
172,Dovercourt Village,13837,2018,THEFTFROMMV,597.4934692
172,Dovercourt Village,13837,2019,THEFTFROMMV,484.5942383
172,Dovercourt Village,13837,2020,THEFTFROMMV,484.8397217
172,Dovercourt Village,13837,2021,THEFTFROMMV,130.8710175
172,Dovercourt Village,13837,2022,THEFTFROMMV,202.356002
172,Dovercourt Village,13837,2023,THEFTFROMMV,173.447998
172,Dovercourt Village,13837,2014,THEFTOVER,36.78634644
172,Dovercourt Village,13837,2015,THEFTOVER,22.2189312
172,Dovercourt Village,13837,2016,THEFTOVER,37.18024826
172,Dovercourt Village,13837,2017,THEFTOVER,22.14675903
172,Dovercourt Village,13837,2018,THEFTOVER,29.14602089
172,Dovercourt Village,13837,2019,THEFTOVER,21.69824982
172,Dovercourt Village,13837,2020,THEFTOVER,21.70923996
172,Dovercourt Village,13837,2021,THEFTOVER,14.54122448
172,Dovercourt Village,13837,2022,THEFTOVER,29.00863075
172,Dovercourt Village,13837,2023,THEFTOVER,21.68099976
171,Junction-Wallace Emerson,26240,2014,ASSAULT,655.6818848
171,Junction-Wallace Emerson,26240,2015,ASSAULT,658.6399536
171,Junction-Wallace Emerson,26240,2016,ASSAULT,684.8467407
171,Junction-Wallace Emerson,26240,2017,ASSAULT,638.5748291
171,Junction-Wallace Emerson,26240,2018,ASSAULT,627.0218506
171,Junction-Wallace Emerson,26240,2019,ASSAULT,716.8458862
171,Junction-Wallace Emerson,26240,2020,ASSAULT,661.9922485
171,Junction-Wallace Emerson,26240,2021,ASSAULT,696.6459351
171,Junction-Wallace Emerson,26240,2022,ASSAULT,539.2404175
171,Junction-Wallace Emerson,26240,2023,ASSAULT,872.7134399
171,Junction-Wallace Emerson,26240,2014,AUTOTHEFT,80.89581299
171,Junction-Wallace Emerson,26240,2015,AUTOTHEFT,71.31769562
171,Junction-Wallace Emerson,26240,2016,AUTOTHEFT,49.50699234
171,Junction-Wallace Emerson,26240,2017,AUTOTHEFT,69.14504242
171,Junction-Wallace Emerson,26240,2018,AUTOTHEFT,115.8193207
171,Junction-Wallace Emerson,26240,2019,AUTOTHEFT,90.59041595
171,Junction-Wallace Emerson,26240,2020,AUTOTHEFT,172.3530121
171,Junction-Wallace Emerson,26240,2021,AUTOTHEFT,136.9809418
171,Junction-Wallace Emerson,26240,2022,AUTOTHEFT,182.3330841
171,Junction-Wallace Emerson,26240,2023,AUTOTHEFT,129.5731659
171,Junction-Wallace Emerson,26240,2014,BIKETHEFT,170.3069763
171,Junction-Wallace Emerson,26240,2015,BIKETHEFT,172.0015106
171,Junction-Wallace Emerson,26240,2016,BIKETHEFT,206.2791443
171,Junction-Wallace Emerson,26240,2017,BIKETHEFT,252.1760406
171,Junction-Wallace Emerson,26240,2018,BIKETHEFT,259.5950317
171,Junction-Wallace Emerson,26240,2019,BIKETHEFT,275.7099609
171,Junction-Wallace Emerson,26240,2020,BIKETHEFT,211.5241547
171,Junction-Wallace Emerson,26240,2021,BIKETHEFT,140.8946838
171,Junction-Wallace Emerson,26240,2022,BIKETHEFT,137.195122
171,Junction-Wallace Emerson,26240,2023,BIKETHEFT,209.603653
171,Junction-Wallace Emerson,26240,2014,BREAKENTER,157.5339508
171,Junction-Wallace Emerson,26240,2015,BREAKENTER,192.9773102
171,Junction-Wallace Emerson,26240,2016,BREAKENTER,169.1488953
171,Junction-Wallace Emerson,26240,2017,BREAKENTER,207.4351196
171,Junction-Wallace Emerson,26240,2018,BREAKENTER,363.4330444
171,Junction-Wallace Emerson,26240,2019,BREAKENTER,405.6875
171,Junction-Wallace Emerson,26240,2020,BREAKENTER,430.8825378
171,Junction-Wallace Emerson,26240,2021,BREAKENTER,297.4443359
171,Junction-Wallace Emerson,26240,2022,BREAKENTER,217.2479401
171,Junction-Wallace Emerson,26240,2023,BREAKENTER,312.5
171,Junction-Wallace Emerson,26240,2014,HOMICIDE,4.257674694
171,Junction-Wallace Emerson,26240,2015,HOMICIDE,12.58547592
171,Junction-Wallace Emerson,26240,2016,HOMICIDE,0.0
171,Junction-Wallace Emerson,26240,2017,HOMICIDE,4.067355633
171,Junction-Wallace Emerson,26240,2018,HOMICIDE,0.0
171,Junction-Wallace Emerson,26240,2019,HOMICIDE,3.938713551
171,Junction-Wallace Emerson,26240,2020,HOMICIDE,0.0
171,Junction-Wallace Emerson,26240,2021,HOMICIDE,0.0
171,Junction-Wallace Emerson,26240,2022,HOMICIDE,0.0
171,Junction-Wallace Emerson,26240,2023,HOMICIDE,0.0
171,Junction-Wallace Emerson,26240,2014,ROBBERY,110.6995392
171,Junction-Wallace Emerson,26240,2015,ROBBERY,125.8547668
171,Junction-Wallace Emerson,26240,2016,ROBBERY,107.265152
171,Junction-Wallace Emerson,26240,2017,ROBBERY,109.8185959
171,Junction-Wallace Emerson,26240,2018,ROBBERY,71.88785553
171,Junction-Wallace Emerson,26240,2019,ROBBERY,118.1614075
171,Junction-Wallace Emerson,26240,2020,ROBBERY,86.17650604
171,Junction-Wallace Emerson,26240,2021,ROBBERY,43.05115128
171,Junction-Wallace Emerson,26240,2022,ROBBERY,77.58854675
171,Junction-Wallace Emerson,26240,2023,ROBBERY,68.5975647
171,Junction-Wallace Emerson,26240,2014,SHOOTING,0.0
171,Junction-Wallace Emerson,26240,2015,SHOOTING,8.390317917
171,Junction-Wallace Emerson,26240,2016,SHOOTING,4.125582695
171,Junction-Wallace Emerson,26240,2017,SHOOTING,20.33677673
171,Junction-Wallace Emerson,26240,2018,SHOOTING,11.98130894
171,Junction-Wallace Emerson,26240,2019,SHOOTING,7.877427101
171,Junction-Wallace Emerson,26240,2020,SHOOTING,19.58556938
171,Junction-Wallace Emerson,26240,2021,SHOOTING,11.74122334
171,Junction-Wallace Emerson,26240,2022,SHOOTING,11.63828182
171,Junction-Wallace Emerson,26240,2023,SHOOTING,7.621951103
171,Junction-Wallace Emerson,26240,2014,THEFTFROMMV,298.0372009
171,Junction-Wallace Emerson,26240,2015,THEFTFROMMV,109.0741272
171,Junction-Wallace Emerson,26240,2016,THEFTFROMMV,198.0279694
171,Junction-Wallace Emerson,26240,2017,THEFTFROMMV,296.9169312
171,Junction-Wallace Emerson,26240,2018,THEFTFROMMV,611.0467529
171,Junction-Wallace Emerson,26240,2019,THEFTFROMMV,492.3392029
171,Junction-Wallace Emerson,26240,2020,THEFTFROMMV,544.4788208
171,Junction-Wallace Emerson,26240,2021,THEFTFROMMV,203.5145416
171,Junction-Wallace Emerson,26240,2022,THEFTFROMMV,232.4695122
171,Junction-Wallace Emerson,26240,2023,THEFTFROMMV,217.2256165
171,Junction-Wallace Emerson,26240,2014,THEFTOVER,21.28837204
171,Junction-Wallace Emerson,26240,2015,THEFTOVER,20.97579384
171,Junction-Wallace Emerson,26240,2016,THEFTOVER,24.75349617
171,Junction-Wallace Emerson,26240,2017,THEFTOVER,24.40413284
171,Junction-Wallace Emerson,26240,2018,THEFTOVER,27.95638847
171,Junction-Wallace Emerson,26240,2019,THEFTOVER,15.7548542
171,Junction-Wallace Emerson,26240,2020,THEFTOVER,35.25402451
171,Junction-Wallace Emerson,26240,2021,THEFTOVER,31.30992889
171,Junction-Wallace Emerson,26240,2022,THEFTOVER,31.03541946
171,Junction-Wallace Emerson,26240,2023,THEFTOVER,34.29878235
170,Yonge-Bay Corridor,14731,2014,ASSAULT,3817.829346
170,Yonge-Bay Corridor,14731,2015,ASSAULT,4789.324707
170,Yonge-Bay Corridor,14731,2016,ASSAULT,4208.070313
170,Yonge-Bay Corridor,14731,2017,ASSAULT,4995.443848
170,Yonge-Bay Corridor,14731,2018,ASSAULT,4575.786621
170,Yonge-Bay Corridor,14731,2019,ASSAULT,5048.573242
170,Yonge-Bay Corridor,14731,2020,ASSAULT,2842.933594
170,Yonge-Bay Corridor,14731,2021,ASSAULT,2343.636719
170,Yonge-Bay Corridor,14731,2022,ASSAULT,3116.864746
170,Yonge-Bay Corridor,14731,2023,ASSAULT,3686.104248
170,Yonge-Bay Corridor,14731,2014,AUTOTHEFT,116.279068
170,Yonge-Bay Corridor,14731,2015,AUTOTHEFT,182.798645
170,Yonge-Bay Corridor,14731,2016,AUTOTHEFT,172.81604
170,Yonge-Bay Corridor,14731,2017,AUTOTHEFT,115.9804459
170,Yonge-Bay Corridor,14731,2018,AUTOTHEFT,214.4899902
170,Yonge-Bay Corridor,14731,2019,AUTOTHEFT,290.6754456
170,Yonge-Bay Corridor,14731,2020,AUTOTHEFT,103.9192429
170,Yonge-Bay Corridor,14731,2021,AUTOTHEFT,123.3492966
170,Yonge-Bay Corridor,14731,2022,AUTOTHEFT,204.038559
170,Yonge-Bay Corridor,14731,2023,AUTOTHEFT,312.2666626
170,Yonge-Bay Corridor,14731,2014,BIKETHEFT,2160.852783
170,Yonge-Bay Corridor,14731,2015,BIKETHEFT,1425.829468
170,Yonge-Bay Corridor,14731,2016,BIKETHEFT,1745.442017
170,Yonge-Bay Corridor,14731,2017,BIKETHEFT,1781.128296
170,Yonge-Bay Corridor,14731,2018,BIKETHEFT,2121.067627
170,Yonge-Bay Corridor,14731,2019,BIKETHEFT,1675.208496
170,Yonge-Bay Corridor,14731,2020,BIKETHEFT,1284.144897
170,Yonge-Bay Corridor,14731,2021,BIKETHEFT,1226.237061
170,Yonge-Bay Corridor,14731,2022,BIKETHEFT,1561.333243
170,Yonge-Bay Corridor,14731,2023,BIKETHEFT,1547.75647
170,Yonge-Bay Corridor,14731,2014,BREAKENTER,668.6046753
170,Yonge-Bay Corridor,14731,2015,BREAKENTER,1051.092163
170,Yonge-Bay Corridor,14731,2016,BREAKENTER,527.0889282
170,Yonge-Bay Corridor,14731,2017,BREAKENTER,1035.539673
170,Yonge-Bay Corridor,14731,2018,BREAKENTER,794.4073486
170,Yonge-Bay Corridor,14731,2019,BREAKENTER,910.2730713
170,Yonge-Bay Corridor,14731,2020,BREAKENTER,1105.997681
170,Yonge-Bay Corridor,14731,2021,BREAKENTER,812.6541748
170,Yonge-Bay Corridor,14731,2022,BREAKENTER,865.4049072
170,Yonge-Bay Corridor,14731,2023,BREAKENTER,733.1477661
170,Yonge-Bay Corridor,14731,2014,HOMICIDE,9.689922333
170,Yonge-Bay Corridor,14731,2015,HOMICIDE,18.27986526
170,Yonge-Bay Corridor,14731,2016,HOMICIDE,0.0
170,Yonge-Bay Corridor,14731,2017,HOMICIDE,0.0
170,Yonge-Bay Corridor,14731,2018,HOMICIDE,7.944073677
170,Yonge-Bay Corridor,14731,2019,HOMICIDE,15.29870701
170,Yonge-Bay Corridor,14731,2020,HOMICIDE,0.0
170,Yonge-Bay Corridor,14731,2021,HOMICIDE,7.255840778
170,Yonge-Bay Corridor,14731,2022,HOMICIDE,7.035812378
170,Yonge-Bay Corridor,14731,2023,HOMICIDE,6.788405418
170,Yonge-Bay Corridor,14731,2014,ROBBERY,707.3643188
170,Yonge-Bay Corridor,14731,2015,ROBBERY,475.2764893
170,Yonge-Bay Corridor,14731,2016,ROBBERY,639.4193115
170,Yonge-Bay Corridor,14731,2017,ROBBERY,729.0199585
170,Yonge-Bay Corridor,14731,2018,ROBBERY,699.0784912
170,Yonge-Bay Corridor,14731,2019,ROBBERY,481.9092712
170,Yonge-Bay Corridor,14731,2020,ROBBERY,408.2541504
170,Yonge-Bay Corridor,14731,2021,ROBBERY,370.0478821
170,Yonge-Bay Corridor,14731,2022,ROBBERY,386.9696655
170,Yonge-Bay Corridor,14731,2023,ROBBERY,420.881134
170,Yonge-Bay Corridor,14731,2014,SHOOTING,9.689922333
170,Yonge-Bay Corridor,14731,2015,SHOOTING,27.4197979
170,Yonge-Bay Corridor,14731,2016,SHOOTING,0.0
170,Yonge-Bay Corridor,14731,2017,SHOOTING,24.85295296
170,Yonge-Bay Corridor,14731,2018,SHOOTING,31.77629471
170,Yonge-Bay Corridor,14731,2019,SHOOTING,30.59741402
170,Yonge-Bay Corridor,14731,2020,SHOOTING,14.84560585
170,Yonge-Bay Corridor,14731,2021,SHOOTING,0.0
170,Yonge-Bay Corridor,14731,2022,SHOOTING,7.035812378
170,Yonge-Bay Corridor,14731,2023,SHOOTING,13.57681084
