NBHDNo,NBHDName,POPULATION_2023,Year,Type_of_Crime,Rate_of_Crime
072,Regent Park,14166,2022,AUTOTHEFT,80.21000671
072,Regent Park,14166,2023,AUTOTHEFT,84.70986938
072,Regent Park,14166,2014,BIKETHEFT,273.3983459
072,Regent Park,14166,2015,BIKETHEFT,244.8535461
072,Regent Park,14166,2016,BIKETHEFT,351.5730591
072,Regent Park,14166,2017,BIKETHEFT,319.3509521
072,Regent Park,14166,2018,BIKETHEFT,371.9008179
072,Regent Park,14166,2019,BIKETHEFT,357.8244324
072,Regent Park,14166,2020,BIKETHEFT,231.1248016
072,Regent Park,14166,2021,BIKETHEFT,105.3502884
072,Regent Park,14166,2022,BIKETHEFT,105.8873359
072,Regent Park,14166,2023,BIKETHEFT,190.5971985
072,Regent Park,14166,2014,BREAKENTER,300.7381897
072,Regent Park,14166,2015,BREAKENTER,272.0594788
072,Regent Park,14166,2016,BREAKENTER,225.3673553
072,Regent Park,14166,2017,BREAKENTER,250.3020935
072,Regent Park,14166,2018,BREAKENTER,223.1405029
072,Regent Park,14166,2019,BREAKENTER,516.8574829
072,Regent Park,14166,2020,BREAKENTER,215.7164917
072,Regent Park,14166,2021,BREAKENTER,240.8006592
072,Regent Park,14166,2022,BREAKENTER,182.2954712
072,Regent Park,14166,2023,BREAKENTER,282.3662415
072,Regent Park,14166,2014,HOMICIDE,9.113278389
072,Regent Park,14166,2015,HOMICIDE,0.0
072,Regent Park,14166,2016,HOMICIDE,9.014694214
072,Regent Park,14166,2017,HOMICIDE,34.52442551
072,Regent Park,14166,2018,HOMICIDE,16.52892494
072,Regent Park,14166,2019,HOMICIDE,7.951653957
072,Regent Park,14166,2020,HOMICIDE,7.704160213
072,Regent Park,14166,2021,HOMICIDE,7.525020599
072,Regent Park,14166,2022,HOMICIDE,0.0
072,Regent Park,14166,2023,HOMICIDE,0.0
072,Regent Park,14166,2014,ROBBERY,200.4921112
072,Regent Park,14166,2015,ROBBERY,163.2356873
072,Regent Park,14166,2016,ROBBERY,162.2644958
072,Regent Park,14166,2017,ROBBERY,155.3599243
072,Regent Park,14166,2018,ROBBERY,247.9338837
072,Regent Park,14166,2019,ROBBERY,135.1781158
072,Regent Park,14166,2020,ROBBERY,100.1540833
072,Regent Park,14166,2021,ROBBERY,120.4003296
072,Regent Park,14166,2022,ROBBERY,80.21000671
072,Regent Park,14166,2023,ROBBERY,141.1831207
072,Regent Park,14166,2014,SHOOTING,54.67966843
072,Regent Park,14166,2015,SHOOTING,36.27459717
072,Regent Park,14166,2016,SHOOTING,72.11755371
072,Regent Park,14166,2017,SHOOTING,77.67996216
072,Regent Park,14166,2018,SHOOTING,82.64463043
072,Regent Park,14166,2019,SHOOTING,47.70992279
072,Regent Park,14166,2020,SHOOTING,53.92912292
072,Regent Park,14166,2021,SHOOTING,15.0500412
072,Regent Park,14166,2022,SHOOTING,21.87545586
072,Regent Park,14166,2023,SHOOTING,14.11831188
072,Regent Park,14166,2014,THEFTFROMMV,519.4568481
072,Regent Park,14166,2015,THEFTFROMMV,535.050354
072,Regent Park,14166,2016,THEFTFROMMV,405.6612244
072,Regent Park,14166,2017,THEFTFROMMV,336.6131592
072,Regent Park,14166,2018,THEFTFROMMV,578.5123901
072,Regent Park,14166,2019,THEFTFROMMV,469.147583
072,Regent Park,14166,2020,THEFTFROMMV,323.5747375
072,Regent Park,14166,2021,THEFTFROMMV,165.5504608
072,Regent Park,14166,2022,THEFTFROMMV,190.5972046
072,Regent Park,14166,2023,THEFTFROMMV,240.0112915
072,Regent Park,14166,2014,THEFTOVER,72.90622711
072,Regent Park,14166,2015,THEFTOVER,45.34325027
072,Regent Park,14166,2016,THEFTOVER,18.02938843
072,Regent Park,14166,2017,THEFTOVER,17.26221275
072,Regent Park,14166,2018,THEFTOVER,33.05784988
072,Regent Park,14166,2019,THEFTOVER,47.70992279
072,Regent Park,14166,2020,THEFTOVER,30.81664085
072,Regent Park,14166,2021,THEFTOVER,45.1501236
072,Regent Park,14166,2022,THEFTOVER,36.45909119
072,Regent Park,14166,2023,THEFTOVER,56.47324753
071,Cabbagetown-South St.James Town,11968,2014,ASSAULT,740.9960327
071,Cabbagetown-South St.James Town,11968,2015,ASSAULT,913.8381348
071,Cabbagetown-South St.James Town,11968,2016,ASSAULT,1113.546631
071,Cabbagetown-South St.James Town,11968,2017,ASSAULT,867.9802246
071,Cabbagetown-South St.James Town,11968,2018,ASSAULT,993.8314209
071,Cabbagetown-South St.James Town,11968,2019,ASSAULT,1236.868896
071,Cabbagetown-South St.James Town,11968,2020,ASSAULT,1183.131958
071,Cabbagetown-South St.James Town,11968,2021,ASSAULT,1059.142578
071,Cabbagetown-South St.James Town,11968,2022,ASSAULT,1146.905029
071,Cabbagetown-South St.James Town,11968,2023,ASSAULT,1094.585571
071,Cabbagetown-South St.James Town,11968,2014,AUTOTHEFT,68.92986298
071,Cabbagetown-South St.James Town,11968,2015,AUTOTHEFT,60.92254257
071,Cabbagetown-South St.James Town,11968,2016,AUTOTHEFT,78.91275787
071,Cabbagetown-South St.James Town,11968,2017,AUTOTHEFT,69.43841553
071,Cabbagetown-South St.James Town,11968,2018,AUTOTHEFT,162.7827301
071,Cabbagetown-South St.James Town,11968,2019,AUTOTHEFT,194.8491974
071,Cabbagetown-South St.James Town,11968,2020,AUTOTHEFT,126.7641373
071,Cabbagetown-South St.James Town,11968,2021,AUTOTHEFT,42.36569977
071,Cabbagetown-South St.James Town,11968,2022,AUTOTHEFT,160.2293854
071,Cabbagetown-South St.James Town,11968,2023,AUTOTHEFT,158.7566833
071,Cabbagetown-South St.James Town,11968,2014,BIKETHEFT,551.4389038
071,Cabbagetown-South St.James Town,11968,2015,BIKETHEFT,635.335083
071,Cabbagetown-South St.James Town,11968,2016,BIKETHEFT,587.4616699
071,Cabbagetown-South St.James Town,11968,2017,BIKETHEFT,425.3103027
071,Cabbagetown-South St.James Town,11968,2018,BIKETHEFT,736.8060303
071,Cabbagetown-South St.James Town,11968,2019,BIKETHEFT,516.7739868
071,Cabbagetown-South St.James Town,11968,2020,BIKETHEFT,405.6452332
071,Cabbagetown-South St.James Town,11968,2021,BIKETHEFT,321.9793396
071,Cabbagetown-South St.James Town,11968,2022,BIKETHEFT,317.513369
071,Cabbagetown-South St.James Town,11968,2023,BIKETHEFT,259.0240784
071,Cabbagetown-South St.James Town,11968,2014,BREAKENTER,620.3687744
071,Cabbagetown-South St.James Town,11968,2015,BREAKENTER,591.8189697
071,Cabbagetown-South St.James Town,11968,2016,BREAKENTER,455.9403687
071,Cabbagetown-South St.James Town,11968,2017,BREAKENTER,503.4285278
071,Cabbagetown-South St.James Town,11968,2018,BREAKENTER,351.2680054
071,Cabbagetown-South St.James Town,11968,2019,BREAKENTER,931.8875122
071,Cabbagetown-South St.James Town,11968,2020,BREAKENTER,591.565979
071,Cabbagetown-South St.James Town,11968,2021,BREAKENTER,576.1735229
071,Cabbagetown-South St.James Town,11968,2022,BREAKENTER,565.0194092
071,Cabbagetown-South St.James Town,11968,2023,BREAKENTER,442.8475952
071,Cabbagetown-South St.James Town,11968,2014,HOMICIDE,17.23246574
071,Cabbagetown-South St.James Town,11968,2015,HOMICIDE,0.0
071,Cabbagetown-South St.James Town,11968,2016,HOMICIDE,0.0
071,Cabbagetown-South St.James Town,11968,2017,HOMICIDE,0.0
071,Cabbagetown-South St.James Town,11968,2018,HOMICIDE,0.0
071,Cabbagetown-South St.James Town,11968,2019,HOMICIDE,0.0
071,Cabbagetown-South St.James Town,11968,2020,HOMICIDE,8.450942039
071,Cabbagetown-South St.James Town,11968,2021,HOMICIDE,8.473139763
071,Cabbagetown-South St.James Town,11968,2022,HOMICIDE,0.0
071,Cabbagetown-South St.James Town,11968,2023,HOMICIDE,0.0
071,Cabbagetown-South St.James Town,11968,2014,ROBBERY,77.5460968
071,Cabbagetown-South St.James Town,11968,2015,ROBBERY,113.141861
071,Cabbagetown-South St.James Town,11968,2016,ROBBERY,210.434021
071,Cabbagetown-South St.James Town,11968,2017,ROBBERY,364.5516968
071,Cabbagetown-South St.James Town,11968,2018,ROBBERY,282.7279053
071,Cabbagetown-South St.James Town,11968,2019,ROBBERY,152.4906769
071,Cabbagetown-South St.James Town,11968,2020,ROBBERY,160.5679016
071,Cabbagetown-South St.James Town,11968,2021,ROBBERY,127.0970993
071,Cabbagetown-South St.James Town,11968,2022,ROBBERY,193.9618835
071,Cabbagetown-South St.James Town,11968,2023,ROBBERY,116.9786072
071,Cabbagetown-South St.James Town,11968,2014,SHOOTING,8.616232872
071,Cabbagetown-South St.James Town,11968,2015,SHOOTING,8.703220367
071,Cabbagetown-South St.James Town,11968,2016,SHOOTING,0.0
071,Cabbagetown-South St.James Town,11968,2017,SHOOTING,8.679801941
071,Cabbagetown-South St.James Town,11968,2018,SHOOTING,8.567511559
071,Cabbagetown-South St.James Town,11968,2019,SHOOTING,16.94340897
071,Cabbagetown-South St.James Town,11968,2020,SHOOTING,0.0
071,Cabbagetown-South St.James Town,11968,2021,SHOOTING,0.0
071,Cabbagetown-South St.James Town,11968,2022,SHOOTING,0.0
071,Cabbagetown-South St.James Town,11968,2023,SHOOTING,0.0
071,Cabbagetown-South St.James Town,11968,2014,THEFTFROMMV,603.1362915
071,Cabbagetown-South St.James Town,11968,2015,THEFTFROMMV,1009.573547
071,Cabbagetown-South St.James Town,11968,2016,THEFTFROMMV,955.7211914
071,Cabbagetown-South St.James Town,11968,2017,THEFTFROMMV,902.6994019
071,Cabbagetown-South St.James Town,11968,2018,THEFTFROMMV,933.8588257
071,Cabbagetown-South St.James Town,11968,2019,THEFTFROMMV,626.9061279
071,Cabbagetown-South St.James Town,11968,2020,THEFTFROMMV,464.8018188
071,Cabbagetown-South St.James Town,11968,2021,THEFTFROMMV,432.1301575
071,Cabbagetown-South St.James Town,11968,2022,THEFTFROMMV,434.4919786
071,Cabbagetown-South St.James Town,11968,2023,THEFTFROMMV,417.7807617
071,Cabbagetown-South St.James Town,11968,2014,THEFTOVER,34.46493149
071,Cabbagetown-South St.James Town,11968,2015,THEFTOVER,43.51610184
071,Cabbagetown-South St.James Town,11968,2016,THEFTOVER,61.37659073
071,Cabbagetown-South St.James Town,11968,2017,THEFTOVER,60.75861359
071,Cabbagetown-South St.James Town,11968,2018,THEFTOVER,51.40507126
071,Cabbagetown-South St.James Town,11968,2019,THEFTOVER,25.41511345
071,Cabbagetown-South St.James Town,11968,2020,THEFTOVER,25.35282707
071,Cabbagetown-South St.James Town,11968,2021,THEFTOVER,59.3119812
071,Cabbagetown-South St.James Town,11968,2022,THEFTOVER,75.89812469
071,Cabbagetown-South St.James Town,11968,2023,THEFTOVER,50.13368988
070,South Riverdale,30135,2014,ASSAULT,772.0453491
070,South Riverdale,30135,2015,ASSAULT,734.0444946
070,South Riverdale,30135,2016,ASSAULT,827.1829224
070,South Riverdale,30135,2017,ASSAULT,844.0302734
070,South Riverdale,30135,2018,ASSAULT,1033.636353
070,South Riverdale,30135,2019,ASSAULT,872.7966919
070,South Riverdale,30135,2020,ASSAULT,738.7075806
070,South Riverdale,30135,2021,ASSAULT,779.3704224
070,South Riverdale,30135,2022,ASSAULT,1014.784973
070,South Riverdale,30135,2023,ASSAULT,1124.937744
070,South Riverdale,30135,2014,AUTOTHEFT,73.17965698
070,South Riverdale,30135,2015,AUTOTHEFT,83.16760254
070,South Riverdale,30135,2016,AUTOTHEFT,96.26698303
070,South Riverdale,30135,2017,AUTOTHEFT,130.1213226
070,South Riverdale,30135,2018,AUTOTHEFT,141.7360992
070,South Riverdale,30135,2019,AUTOTHEFT,129.5557556
070,South Riverdale,30135,2020,AUTOTHEFT,132.1541138
070,South Riverdale,30135,2021,AUTOTHEFT,162.6512146
070,South Riverdale,30135,2022,AUTOTHEFT,258.7365723
070,South Riverdale,30135,2023,AUTOTHEFT,268.7904358
070,South Riverdale,30135,2014,BIKETHEFT,256.1287842
070,South Riverdale,30135,2015,BIKETHEFT,325.438446
070,South Riverdale,30135,2016,BIKETHEFT,459.9422302
070,South Riverdale,30135,2017,BIKETHEFT,400.9143677
070,South Riverdale,30135,2018,BIKETHEFT,466.6920166
070,South Riverdale,30135,2019,BIKETHEFT,245.4740753
070,South Riverdale,30135,2020,BIKETHEFT,379.5195007
070,South Riverdale,30135,2021,BIKETHEFT,318.5252991
070,South Riverdale,30135,2022,BIKETHEFT,172.5568276
070,South Riverdale,30135,2023,BIKETHEFT,282.0640564
070,South Riverdale,30135,2014,BREAKENTER,321.9904785
070,South Riverdale,30135,2015,BREAKENTER,354.3663025
070,South Riverdale,30135,2016,BREAKENTER,534.8165283
070,South Riverdale,30135,2017,BREAKENTER,327.0617065
070,South Riverdale,30135,2018,BREAKENTER,314.5849915
070,South Riverdale,30135,2019,BREAKENTER,450.0357971
070,South Riverdale,30135,2020,BREAKENTER,484.5650635
070,South Riverdale,30135,2021,BREAKENTER,457.456543
070,South Riverdale,30135,2022,BREAKENTER,342.7419434
070,South Riverdale,30135,2023,BREAKENTER,321.8848572
070,South Riverdale,30135,2014,HOMICIDE,3.658982754
070,South Riverdale,30135,2015,HOMICIDE,0.0
070,South Riverdale,30135,2016,HOMICIDE,10.69633102
070,South Riverdale,30135,2017,HOMICIDE,17.58396339
070,South Riverdale,30135,2018,HOMICIDE,6.913955688
070,South Riverdale,30135,2019,HOMICIDE,0.0
070,South Riverdale,30135,2020,HOMICIDE,0.0
070,South Riverdale,30135,2021,HOMICIDE,6.777133942
070,South Riverdale,30135,2022,HOMICIDE,3.360214949
070,South Riverdale,30135,2023,HOMICIDE,3.318400621
070,South Riverdale,30135,2014,ROBBERY,219.5389709
070,South Riverdale,30135,2015,ROBBERY,155.4872589
070,South Riverdale,30135,2016,ROBBERY,174.7067413
070,South Riverdale,30135,2017,ROBBERY,232.1083221
070,South Riverdale,30135,2018,ROBBERY,134.8221436
070,South Riverdale,30135,2019,ROBBERY,122.7370377
070,South Riverdale,30135,2020,ROBBERY,118.5998459
070,South Riverdale,30135,2021,ROBBERY,101.6570129
070,South Riverdale,30135,2022,ROBBERY,141.1290283
070,South Riverdale,30135,2023,ROBBERY,146.0096283
070,South Riverdale,30135,2014,SHOOTING,7.317965508
070,South Riverdale,30135,2015,SHOOTING,0.0
070,South Riverdale,30135,2016,SHOOTING,24.95810509
070,South Riverdale,30135,2017,SHOOTING,31.65113449
070,South Riverdale,30135,2018,SHOOTING,13.82791138
070,South Riverdale,30135,2019,SHOOTING,20.45617294
070,South Riverdale,30135,2020,SHOOTING,10.16570091
070,South Riverdale,30135,2021,SHOOTING,6.777133942
070,South Riverdale,30135,2022,SHOOTING,20.16129112
070,South Riverdale,30135,2023,SHOOTING,9.955201149
070,South Riverdale,30135,2014,THEFTFROMMV,783.0223389
070,South Riverdale,30135,2015,THEFTFROMMV,542.3973999
070,South Riverdale,30135,2016,THEFTFROMMV,534.8165283
070,South Riverdale,30135,2017,THEFTFROMMV,429.0487061
070,South Riverdale,30135,2018,THEFTFROMMV,570.4013672
070,South Riverdale,30135,2019,THEFTFROMMV,531.8604736
070,South Riverdale,30135,2020,THEFTFROMMV,464.2336731
070,South Riverdale,30135,2021,THEFTFROMMV,420.182312
070,South Riverdale,30135,2022,THEFTFROMMV,265.4720425
070,South Riverdale,30135,2023,THEFTFROMMV,301.9744568
070,South Riverdale,30135,2014,THEFTOVER,62.2027092
070,South Riverdale,30135,2015,THEFTOVER,61.47170639
070,South Riverdale,30135,2016,THEFTOVER,78.4397583
070,South Riverdale,30135,2017,THEFTOVER,91.43660736
070,South Riverdale,30135,2018,THEFTOVER,82.96746826
070,South Riverdale,30135,2019,THEFTOVER,71.59660339
070,South Riverdale,30135,2020,THEFTOVER,74.54847717
070,South Riverdale,30135,2021,THEFTOVER,71.15990448
070,South Riverdale,30135,2022,THEFTOVER,73.92472839
070,South Riverdale,30135,2023,THEFTOVER,89.59681702
069,Blake-Jones,8229,2014,ASSAULT,962.5
069,Blake-Jones,8229,2015,ASSAULT,892.5204468
069,Blake-Jones,8229,2016,ASSAULT,819.3621826
069,Blake-Jones,8229,2017,ASSAULT,799.9000244
069,Blake-Jones,8229,2018,ASSAULT,827.3648071
069,Blake-Jones,8229,2019,ASSAULT,893.4035034
069,Blake-Jones,8229,2020,ASSAULT,708.786499
069,Blake-Jones,8229,2021,ASSAULT,626.4586792
069,Blake-Jones,8229,2022,ASSAULT,721.977478
069,Blake-Jones,8229,2023,ASSAULT,984.3237305
069,Blake-Jones,8229,2014,AUTOTHEFT,75.0
069,Blake-Jones,8229,2015,AUTOTHEFT,62.85354996
069,Blake-Jones,8229,2016,AUTOTHEFT,63.02785873
069,Blake-Jones,8229,2017,AUTOTHEFT,99.98750305
069,Blake-Jones,8229,2018,AUTOTHEFT,123.4872818
069,Blake-Jones,8229,2019,AUTOTHEFT,97.90723419
069,Blake-Jones,8229,2020,AUTOTHEFT,85.54319763
069,Blake-Jones,8229,2021,AUTOTHEFT,61.4175148
069,Blake-Jones,8229,2022,AUTOTHEFT,110.1321564
069,Blake-Jones,8229,2023,AUTOTHEFT,85.0650177
069,Blake-Jones,8229,2014,BIKETHEFT,150.0
069,Blake-Jones,8229,2015,BIKETHEFT,188.5606537
069,Blake-Jones,8229,2016,BIKETHEFT,151.266861
069,Blake-Jones,8229,2017,BIKETHEFT,199.9750061
069,Blake-Jones,8229,2018,BIKETHEFT,74.09236908
069,Blake-Jones,8229,2019,BIKETHEFT,220.291275
069,Blake-Jones,8229,2020,BIKETHEFT,244.4091339
069,Blake-Jones,8229,2021,BIKETHEFT,245.6700592
069,Blake-Jones,8229,2022,BIKETHEFT,72.91286912
069,Blake-Jones,8229,2023,BIKETHEFT,133.6735992
069,Blake-Jones,8229,2014,BREAKENTER,250.0
069,Blake-Jones,8229,2015,BREAKENTER,351.9798889
069,Blake-Jones,8229,2016,BREAKENTER,289.9281616
069,Blake-Jones,8229,2017,BREAKENTER,212.4734344
069,Blake-Jones,8229,2018,BREAKENTER,333.4156494
069,Blake-Jones,8229,2019,BREAKENTER,220.291275
069,Blake-Jones,8229,2020,BREAKENTER,329.9523315
069,Blake-Jones,8229,2021,BREAKENTER,331.6546021
069,Blake-Jones,8229,2022,BREAKENTER,269.2119446
069,Blake-Jones,8229,2023,BREAKENTER,413.1729126
069,Blake-Jones,8229,2014,HOMICIDE,0.0
069,Blake-Jones,8229,2015,HOMICIDE,0.0
069,Blake-Jones,8229,2016,HOMICIDE,12.60557175
069,Blake-Jones,8229,2017,HOMICIDE,0.0
069,Blake-Jones,8229,2018,HOMICIDE,0.0
069,Blake-Jones,8229,2019,HOMICIDE,0.0
069,Blake-Jones,8229,2020,HOMICIDE,0.0
069,Blake-Jones,8229,2021,HOMICIDE,0.0
069,Blake-Jones,8229,2022,HOMICIDE,12.23690605
069,Blake-Jones,8229,2023,HOMICIDE,12.15214443
069,Blake-Jones,8229,2014,ROBBERY,150.0
069,Blake-Jones,8229,2015,ROBBERY,163.4192352
069,Blake-Jones,8229,2016,ROBBERY,163.8724365
069,Blake-Jones,8229,2017,ROBBERY,199.9750061
069,Blake-Jones,8229,2018,ROBBERY,185.2309265
069,Blake-Jones,8229,2019,ROBBERY,122.3840408
069,Blake-Jones,8229,2020,ROBBERY,61.10228348
069,Blake-Jones,8229,2021,ROBBERY,159.6855469
069,Blake-Jones,8229,2022,ROBBERY,134.6059723
069,Blake-Jones,8229,2023,ROBBERY,133.6735992
069,Blake-Jones,8229,2014,SHOOTING,12.5
069,Blake-Jones,8229,2015,SHOOTING,12.57071018
069,Blake-Jones,8229,2016,SHOOTING,50.42228699
069,Blake-Jones,8229,2017,SHOOTING,24.99687576
069,Blake-Jones,8229,2018,SHOOTING,24.69745636
069,Blake-Jones,8229,2019,SHOOTING,24.47680855
069,Blake-Jones,8229,2020,SHOOTING,24.44091415
069,Blake-Jones,8229,2021,SHOOTING,12.28350353
069,Blake-Jones,8229,2022,SHOOTING,24.4738121
069,Blake-Jones,8229,2023,SHOOTING,48.60857773
069,Blake-Jones,8229,2014,THEFTFROMMV,400.0
069,Blake-Jones,8229,2015,THEFTFROMMV,263.9849243
069,Blake-Jones,8229,2016,THEFTFROMMV,264.7170105
069,Blake-Jones,8229,2017,THEFTFROMMV,212.4734344
069,Blake-Jones,8229,2018,THEFTFROMMV,160.5334625
069,Blake-Jones,8229,2019,THEFTFROMMV,281.4833069
069,Blake-Jones,8229,2020,THEFTFROMMV,317.7318726
069,Blake-Jones,8229,2021,THEFTFROMMV,159.6855469
069,Blake-Jones,8229,2022,THEFTFROMMV,170.1300279
069,Blake-Jones,8229,2023,THEFTFROMMV,182.2821655
069,Blake-Jones,8229,2014,THEFTOVER,25.0
069,Blake-Jones,8229,2015,THEFTOVER,25.14142036
069,Blake-Jones,8229,2016,THEFTOVER,0.0
069,Blake-Jones,8229,2017,THEFTOVER,24.99687576
069,Blake-Jones,8229,2018,THEFTOVER,12.34872818
069,Blake-Jones,8229,2019,THEFTOVER,48.9536171
069,Blake-Jones,8229,2020,THEFTOVER,61.10228348
069,Blake-Jones,8229,2021,THEFTOVER,24.56700706
069,Blake-Jones,8229,2022,THEFTOVER,12.23690605
069,Blake-Jones,8229,2023,THEFTOVER,36.45643616
068,North Riverdale,12168,2014,ASSAULT,400.6541443
068,North Riverdale,12168,2015,ASSAULT,536.6135254
068,North Riverdale,12168,2016,ASSAULT,423.6584167
068,North Riverdale,12168,2017,ASSAULT,545.0941772
068,North Riverdale,12168,2018,ASSAULT,451.1154785
068,North Riverdale,12168,2019,ASSAULT,595.7238159
068,North Riverdale,12168,2020,ASSAULT,286.8382263
068,North Riverdale,12168,2021,ASSAULT,445.7652283
068,North Riverdale,12168,2022,ASSAULT,628.6187134
068,North Riverdale,12168,2023,ASSAULT,657.4622192
068,North Riverdale,12168,2014,AUTOTHEFT,98.11937714
068,North Riverdale,12168,2015,AUTOTHEFT,82.55593109
068,North Riverdale,12168,2016,AUTOTHEFT,58.14919281
068,North Riverdale,12168,2017,AUTOTHEFT,82.59002686
068,North Riverdale,12168,2018,AUTOTHEFT,90.22309875
068,North Riverdale,12168,2019,AUTOTHEFT,171.3726196
068,North Riverdale,12168,2020,AUTOTHEFT,114.7352905
068,North Riverdale,12168,2021,AUTOTHEFT,123.8236771
068,North Riverdale,12168,2022,AUTOTHEFT,256.4102478
068,North Riverdale,12168,2023,AUTOTHEFT,221.8934937
068,North Riverdale,12168,2014,BIKETHEFT,220.7686005
068,North Riverdale,12168,2015,BIKETHEFT,206.3898315
068,North Riverdale,12168,2016,BIKETHEFT,249.2108307
068,North Riverdale,12168,2017,BIKETHEFT,222.9930573
068,North Riverdale,12168,2018,BIKETHEFT,401.9028931
068,North Riverdale,12168,2019,BIKETHEFT,310.1028137
068,North Riverdale,12168,2020,BIKETHEFT,295.0335999
068,North Riverdale,12168,2021,BIKETHEFT,140.3334961
068,North Riverdale,12168,2022,BIKETHEFT,172.5838264
068,North Riverdale,12168,2023,BIKETHEFT,123.2741623
068,North Riverdale,12168,2014,BREAKENTER,351.5944519
068,North Riverdale,12168,2015,BREAKENTER,421.0352478
068,North Riverdale,12168,2016,BREAKENTER,340.5881348
068,North Riverdale,12168,2017,BREAKENTER,231.2520599
068,North Riverdale,12168,2018,BREAKENTER,278.8713989
068,North Riverdale,12168,2019,BREAKENTER,350.9058228
068,North Riverdale,12168,2020,BREAKENTER,278.6428528
068,North Riverdale,12168,2021,BREAKENTER,264.1571655
068,North Riverdale,12168,2022,BREAKENTER,239.8676605
068,North Riverdale,12168,2023,BREAKENTER,262.9848633
068,North Riverdale,12168,2014,HOMICIDE,0.0
068,North Riverdale,12168,2015,HOMICIDE,0.0
068,North Riverdale,12168,2016,HOMICIDE,8.307027817
068,North Riverdale,12168,2017,HOMICIDE,8.259002686
068,North Riverdale,12168,2018,HOMICIDE,0.0
068,North Riverdale,12168,2019,HOMICIDE,0.0
068,North Riverdale,12168,2020,HOMICIDE,0.0
068,North Riverdale,12168,2021,HOMICIDE,8.254911423
068,North Riverdale,12168,2022,HOMICIDE,0.0
068,North Riverdale,12168,2023,HOMICIDE,8.218276978
068,North Riverdale,12168,2014,ROBBERY,163.5323029
068,North Riverdale,12168,2015,ROBBERY,280.690155
068,North Riverdale,12168,2016,ROBBERY,257.5178528
068,North Riverdale,12168,2017,ROBBERY,198.2160492
068,North Riverdale,12168,2018,ROBBERY,147.6378021
068,North Riverdale,12168,2019,ROBBERY,179.5332184
068,North Riverdale,12168,2020,ROBBERY,122.9306641
068,North Riverdale,12168,2021,ROBBERY,41.27455902
068,North Riverdale,12168,2022,ROBBERY,74.44168854
068,North Riverdale,12168,2023,ROBBERY,73.96450043
068,North Riverdale,12168,2014,SHOOTING,0.0
068,North Riverdale,12168,2015,SHOOTING,0.0
068,North Riverdale,12168,2016,SHOOTING,16.61405563
068,North Riverdale,12168,2017,SHOOTING,0.0
068,North Riverdale,12168,2018,SHOOTING,0.0
068,North Riverdale,12168,2019,SHOOTING,8.160600662
068,North Riverdale,12168,2020,SHOOTING,0.0
068,North Riverdale,12168,2021,SHOOTING,8.254911423
068,North Riverdale,12168,2022,SHOOTING,0.0
068,North Riverdale,12168,2023,SHOOTING,16.43655396
068,North Riverdale,12168,2014,THEFTFROMMV,498.7734985
068,North Riverdale,12168,2015,THEFTFROMMV,371.5016785
068,North Riverdale,12168,2016,THEFTFROMMV,431.9654541
068,North Riverdale,12168,2017,THEFTFROMMV,330.3601074
068,North Riverdale,12168,2018,THEFTFROMMV,262.4671936
068,North Riverdale,12168,2019,THEFTFROMMV,456.9936218
068,North Riverdale,12168,2020,THEFTFROMMV,303.2289734
068,North Riverdale,12168,2021,THEFTFROMMV,272.4120789
068,North Riverdale,12168,2022,THEFTFROMMV,254.7666009
068,North Riverdale,12168,2023,THEFTFROMMV,156.1472778
068,North Riverdale,12168,2014,THEFTOVER,24.52984428
068,North Riverdale,12168,2015,THEFTOVER,16.5111866
068,North Riverdale,12168,2016,THEFTOVER,49.8421669
068,North Riverdale,12168,2017,THEFTOVER,41.29501343
068,North Riverdale,12168,2018,THEFTOVER,41.01049805
068,North Riverdale,12168,2019,THEFTOVER,40.8030014
068,North Riverdale,12168,2020,THEFTOVER,16.3907547
068,North Riverdale,12168,2021,THEFTOVER,8.254911423
068,North Riverdale,12168,2022,THEFTOVER,24.81389618
068,North Riverdale,12168,2023,THEFTOVER,16.43655396
067,Playter Estates-Danforth,7764,2014,ASSAULT,622.4873657
067,Playter Estates-Danforth,7764,2015,ASSAULT,492.866394
067,Playter Estates-Danforth,7764,2016,ASSAULT,880.0310669
067,Playter Estates-Danforth,7764,2017,ASSAULT,849.6395264
067,Playter Estates-Danforth,7764,2018,ASSAULT,651.5906372
067,Playter Estates-Danforth,7764,2019,ASSAULT,941.4758301
067,Playter Estates-Danforth,7764,2020,ASSAULT,905.0350342
067,Playter Estates-Danforth,7764,2021,ASSAULT,681.4091187
067,Playter Estates-Danforth,7764,2022,ASSAULT,1222.651245
067,Playter Estates-Danforth,7764,2023,ASSAULT,1365.275635
067,Playter Estates-Danforth,7764,2014,AUTOTHEFT,25.93697357
067,Playter Estates-Danforth,7764,2015,AUTOTHEFT,90.79118347
067,Playter Estates-Danforth,7764,2016,AUTOTHEFT,90.59143066
067,Playter Estates-Danforth,7764,2017,AUTOTHEFT,51.49330521
067,Playter Estates-Danforth,7764,2018,AUTOTHEFT,102.2102966
067,Playter Estates-Danforth,7764,2019,AUTOTHEFT,114.5038147
067,Playter Estates-Danforth,7764,2020,AUTOTHEFT,76.48183441
067,Playter Estates-Danforth,7764,2021,AUTOTHEFT,77.14065552
067,Playter Estates-Danforth,7764,2022,AUTOTHEFT,218.7902222
067,Playter Estates-Danforth,7764,2023,AUTOTHEFT,412.1586914
