NBHDNo,NBHDName,BranchCode,BranchName,Year,Circulation
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2013,184184
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2013,82785
052,Bayview Village,EN,Ethennonnhawahstihnen',2013,499535
120,Clairlea-Birchmount,ES,Eglinton Square,2013,283051
102,Forest Hill North,FH,Forest Hill,2013,215971
044,Flemingdon Park,FP,Flemingdon Park,2013,173555
047,Don Valley Village,FV,Fairview,2013,186152
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2013,194083
130,Milliken,GHP,Goldhawk Park,2013,309625
140,Guildwood,GW,Guildwood,2013,134737
016,Stonegate-Queensway,HB,Humber Bay,2013,185845
134,Highland Creek,HC,Highland Creek,2013,204248
048,Hillcrest Village,HIL,Hillcrest,2013,468119
087,High Park-Swansea,HP,High Park,2013,347145
021,Humber Summit,HS,Humber Summit,2013,89453
001,West Humber-Clairville,HW,Humberwood,2013,101325
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2013,290200
070,South Riverdale,JO,Jones,2013,185842
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2013,140002
125,Ionview,KE,Kennedy/Eglinton,2013,214023
019,Long Branch,LB,Long Branch,2013,135757
056,Leaside-Bennington,LE,Leaside,2013,364969
103,Lawrence Park South,LO,Locke,2013,356462
078,Kensington-Chinatown,LS,Lillian H. Smith,2013,495308
062,East End-Danforth,MA,Main Street,2013,254725
146,Malvern East,MAL,Malvern,2013,507636
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2013,249361
126,Dorset Park,MCG,McGregor Park,2013,256023
115,Mount Dennis,MD,Mount Dennis,2013,105129
160,Mimico-Queensway,MI,Mimico Centennial,2013,188067
099,Mount Pleasant East,MP,Mount Pleasant,2013,159474
119,Wexford-Maryvale,MRV,Maryvale,2013,258596
136,West Hill,MS,Morningside,2013,216544
100,Yonge-Eglinton,ND,Northern District,2013,492887
001,West Humber-Clairville,NE,Northern Elms,2013,95443
018,New Toronto,NT,New Toronto,2013,136741
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2013,133008
069,Blake-Jones,PA,Pape/Danforth,2013,437861
171,Junction-Wallace Emerson,PE,Perth/Dupont,2013,87564
085,South Parkdale,PK,Parkdale,2013,371412
073,Moss Park,PL,Parliament Street,2013,257039
095,Annex,PM,Palmerston,2013,222670
133,Centennial Scarborough,PU,Port Union,2013,250018
046,Pleasant View,PV,Pleasant View,2013,364392
070,South Riverdale,QS,Queen/Saulter,2013,114279
068,North Riverdale,RD,Riverdale,2013,304089
007,Willowridge-Martingrove-Richview,RI,Richview,2013,669746
088,High Park North,RN,Runnymede,2013,457819
004,Rexdale-Kipling,RX,Rexdale,2013,92390
078,Kensington-Chinatown,SA,Sanderson,2013,292200
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2013,61402
074,North St. James Town,SJ,St. James Town,2013,297168
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2013,219240
095,Annex,SP,Spadina Road,2013,178496
116,Steeles,ST,Steeles,2013,323144
087,High Park-Swansea,SW,Swansea Memorial,2013,44401
059,Danforth Village - East York,SWS,S. Walter Stewart,2013,453121
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2013,137367
055,Thorncliffe Park,TH,Thorncliffe,2013,231256
058,Old East York,TOD,Todmorden Room,2013,57785
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2013,372810
043,Victoria Village,VV,Victoria Village,2013,117074
113,Weston,WE,Weston,2013,148627
022,Humbermede,WP,Woodview Park,2013,87524
129,Agincourt North,WS,Woodside Square,2013,520729
096,Casa Loma,WY,Wychwood,2013,239247
095,Annex,YO,Yorkville,2013,325299
025,Glenfield-Jane Heights,YW,York Woods,2013,306947
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2014,398248
120,Clairlea-Birchmount,ACD,Albert Campbell,2014,398024
020,Alderwood,AD,Alderwood,2014,176590
118,Tam O'Shanter-Sullivan,AG,Agincourt,2014,934448
039,Bedford Park-Nortown,AH,Armour Heights,2014,192068
090,Junction Area,AN,Annette Street,2014,192175
030,Brookhaven-Amesbury,AP,Amesbury Park,2014,141236
150,Fenside-Parkwoods,BB,Brookbanks,2014,191767
154,Oakdale-Beverley Heights,BC,Black Creek,2014,114512
157,Bendale South,BD,Bendale,2014,161001
063,The Beaches,BE,Beaches,2014,347392
032,Englemount-Lawrence,BF,Barbara Frum,2014,585103
083,Dufferin Grove,BL,Bloor/Gladstone,2014,442201
015,Kingsway South,BR,Brentwood,2014,405961
147,L'Amoreaux West,BRW,Bridlewood,2014,493792
146,Malvern East,BUR,Burrows Hall,2014,193594
123,Cliffcrest,CC,Cliffcrest,2014,174901
035,Westminster-Branson,CE,Centennial,2014,311704
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2014,584174
170,Yonge-Bay Corridor,CH,City Hall,2014,360425
037,Willowdale West,CL,North York Central Library,2014,1612696
080,Palmerston-Little Italy,CS,College/Shaw,2014,194304
064,Woodbine Corridor,DA,Danforth/Coxwell,2014,306457
042,Banbury-Don Mills,DM,Don Mills,2014,600651
155,Downsview,DO,Downsview,2014,241057
098,Rosedale-Moore Park,DP,Deer Park,2014,409681
054,O'Connor-Parkview,DR,Dawes Road,2014,207658
094,Wychwood,DT,Davenport,2014,120646
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2014,146068
158,Islington,EA,Eatonville,2014,511745
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2014,167238
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2014,83330
052,Bayview Village,EN,Ethennonnhawahstihnen',2014,452867
120,Clairlea-Birchmount,ES,Eglinton Square,2014,260109
102,Forest Hill North,FH,Forest Hill,2014,205273
165,Harbourfront-CityPlace,FO,Fort York,2014,132189
044,Flemingdon Park,FP,Flemingdon Park,2014,153730
047,Don Valley Village,FV,Fairview,2014,697775
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2014,182103
130,Milliken,GHP,Goldhawk Park,2014,286301
140,Guildwood,GW,Guildwood,2014,124727
016,Stonegate-Queensway,HB,Humber Bay,2014,181224
134,Highland Creek,HC,Highland Creek,2014,192057
048,Hillcrest Village,HIL,Hillcrest,2014,363547
087,High Park-Swansea,HP,High Park,2014,334554
021,Humber Summit,HS,Humber Summit,2014,78459
001,West Humber-Clairville,HW,Humberwood,2014,90607
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2014,285210
070,South Riverdale,JO,Jones,2014,178808
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2014,128740
125,Ionview,KE,Kennedy/Eglinton,2014,194291
019,Long Branch,LB,Long Branch,2014,138562
056,Leaside-Bennington,LE,Leaside,2014,362819
103,Lawrence Park South,LO,Locke,2014,347441
078,Kensington-Chinatown,LS,Lillian H. Smith,2014,431178
062,East End-Danforth,MA,Main Street,2014,252997
146,Malvern East,MAL,Malvern,2014,442761
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2014,232861
126,Dorset Park,MCG,McGregor Park,2014,234554
115,Mount Dennis,MD,Mount Dennis,2014,114802
160,Mimico-Queensway,MI,Mimico Centennial,2014,169427
099,Mount Pleasant East,MP,Mount Pleasant,2014,152317
119,Wexford-Maryvale,MRV,Maryvale,2014,239917
136,West Hill,MS,Morningside,2014,189655
100,Yonge-Eglinton,ND,Northern District,2014,464453
001,West Humber-Clairville,NE,Northern Elms,2014,89817
018,New Toronto,NT,New Toronto,2014,127543
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2014,132051
069,Blake-Jones,PA,Pape/Danforth,2014,424425
171,Junction-Wallace Emerson,PE,Perth/Dupont,2014,91155
085,South Parkdale,PK,Parkdale,2014,372542
073,Moss Park,PL,Parliament Street,2014,238983
095,Annex,PM,Palmerston,2014,218377
133,Centennial Scarborough,PU,Port Union,2014,231040
046,Pleasant View,PV,Pleasant View,2014,238752
070,South Riverdale,QS,Queen/Saulter,2014,115853
068,North Riverdale,RD,Riverdale,2014,306181
007,Willowridge-Martingrove-Richview,RI,Richview,2014,599169
088,High Park North,RN,Runnymede,2014,448648
004,Rexdale-Kipling,RX,Rexdale,2014,80646
078,Kensington-Chinatown,SA,Sanderson,2014,264573
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2014,58719
074,North St. James Town,SJ,St. James Town,2014,281753
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2014,219081
095,Annex,SP,Spadina Road,2014,161094
116,Steeles,ST,Steeles,2014,225130
087,High Park-Swansea,SW,Swansea Memorial,2014,44895
059,Danforth Village - East York,SWS,S. Walter Stewart,2014,425361
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2014,133291
055,Thorncliffe Park,TH,Thorncliffe,2014,204845
058,Old East York,TOD,Todmorden Room,2014,56161
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2014,386528
043,Victoria Village,VV,Victoria Village,2014,104944
113,Weston,WE,Weston,2014,137135
022,Humbermede,WP,Woodview Park,2014,79759
129,Agincourt North,WS,Woodside Square,2014,457886
096,Casa Loma,WY,Wychwood,2014,208312
095,Annex,YO,Yorkville,2014,324428
025,Glenfield-Jane Heights,YW,York Woods,2014,290231
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2015,353764
120,Clairlea-Birchmount,ACD,Albert Campbell,2015,380452
020,Alderwood,AD,Alderwood,2015,169022
118,Tam O'Shanter-Sullivan,AG,Agincourt,2015,843672
039,Bedford Park-Nortown,AH,Armour Heights,2015,198247
090,Junction Area,AN,Annette Street,2015,221150
030,Brookhaven-Amesbury,AP,Amesbury Park,2015,120983
150,Fenside-Parkwoods,BB,Brookbanks,2015,179265
154,Oakdale-Beverley Heights,BC,Black Creek,2015,109587
157,Bendale South,BD,Bendale,2015,147119
063,The Beaches,BE,Beaches,2015,356357
032,Englemount-Lawrence,BF,Barbara Frum,2015,583455
083,Dufferin Grove,BL,Bloor/Gladstone,2015,446446
015,Kingsway South,BR,Brentwood,2015,411129
147,L'Amoreaux West,BRW,Bridlewood,2015,449199
146,Malvern East,BUR,Burrows Hall,2015,178652
123,Cliffcrest,CC,Cliffcrest,2015,173302
035,Westminster-Branson,CE,Centennial,2015,291551
