NBHDNo,NBHDName,BranchCode,BranchName,Year,Sessions
046,Pleasant View,PV,Pleasant View,2013,41325
070,South Riverdale,QS,Queen/Saulter,2013,11863
068,North Riverdale,RD,Riverdale,2013,73788
007,Willowridge-Martingrove-Richview,RI,Richview,2013,118823
088,High Park North,RN,Runnymede,2013,67213
004,Rexdale-Kipling,RX,Rexdale,2013,18938
078,Kensington-Chinatown,SA,Sanderson,2013,69388
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2013,14225
074,North St. James Town,SJ,St. James Town,2013,62200
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2013,26075
095,Annex,SP,Spadina Road,2013,11245
116,Steeles,ST,Steeles,2013,37838
087,High Park-Swansea,SW,Swansea Memorial,2013,2575
059,Danforth Village - East York,SWS,S. Walter Stewart,2013,147925
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2013,15425
055,Thorncliffe Park,TH,Thorncliffe,2013,88100
058,Old East York,TOD,Todmorden Room,2013,3300
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2013,818494
043,Victoria Village,VV,Victoria Village,2013,13675
113,Weston,WE,Weston,2013,37488
022,Humbermede,WP,Woodview Park,2013,16738
129,Agincourt North,WS,Woodside Square,2013,114088
096,Casa Loma,WY,Wychwood,2013,43200
095,Annex,YO,Yorkville,2013,32475
025,Glenfield-Jane Heights,YW,York Woods,2013,176806
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2014,142159
120,Clairlea-Birchmount,ACD,Albert Campbell,2014,149898
020,Alderwood,AD,Alderwood,2014,16500
118,Tam O'Shanter-Sullivan,AG,Agincourt,2014,166023
039,Bedford Park-Nortown,AH,Armour Heights,2014,11800
090,Junction Area,AN,Annette Street,2014,28629
030,Brookhaven-Amesbury,AP,Amesbury Park,2014,18550
